m,TagName,
"2016-11-01 00:00:00","ruby","1760"
"2016-11-01 00:00:00","c++","6100"
"2016-11-01 00:00:00","php","11995"
"2016-11-01 00:00:00","r","3564"
"2016-11-01 00:00:00","go","478"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4368"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","java","13869"
"2016-12-01 00:00:00","r","3151"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","345"
"2016-12-01 00:00:00","javascript","19836"
"2016-12-01 00:00:00","c","2800"
"2016-12-01 00:00:00","c#","10718"
"2016-12-01 00:00:00","php","11506"
"2016-12-01 00:00:00","go","498"
"2016-12-01 00:00:00","ruby","1629"
"2016-12-01 00:00:00","python","13074"
"2016-12-01 00:00:00","c++","5248"
"2016-12-01 00:00:00","swift","3946"
"2017-01-01 00:00:00","assembly","307"
"2017-01-01 00:00:00","c++","5664"
"2017-01-01 00:00:00","java","14603"
"2017-01-01 00:00:00","c#","11729"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21439"
"2017-01-01 00:00:00","c","2765"
"2017-01-01 00:00:00","go","562"
"2017-01-01 00:00:00","php","12663"
"2017-01-01 00:00:00","ruby","1825"
"2017-01-01 00:00:00","perl","337"
"2017-01-01 00:00:00","swift","4345"
"2017-01-01 00:00:00","python","14307"
"2017-01-01 00:00:00","r","3496"
"2017-02-01 00:00:00","python","14803"
"2017-02-01 00:00:00","java","14597"
"2017-02-01 00:00:00","assembly","302"
"2017-02-01 00:00:00","javascript","21212"
"2017-02-01 00:00:00","c","2731"
"2017-02-01 00:00:00","c#","11530"
"2017-02-01 00:00:00","perl","410"
"2017-02-01 00:00:00","ruby","1631"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5189"
"2017-02-01 00:00:00","php","12560"
"2017-02-01 00:00:00","swift","4071"
"2017-02-01 00:00:00","go","555"
"2017-02-01 00:00:00","r","3682"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c++","6239"
"2017-03-01 00:00:00","c","2974"
"2017-03-01 00:00:00","c#","13024"
"2017-03-01 00:00:00","java","17347"
"2017-03-01 00:00:00","python","17150"
"2017-03-01 00:00:00","perl","416"
"2017-03-01 00:00:00","javascript","23739"
"2017-03-01 00:00:00","r","4606"
"2017-03-01 00:00:00","ruby","1791"
"2017-03-01 00:00:00","go","656"
"2017-03-01 00:00:00","swift","4624"
"2017-03-01 00:00:00","php","14120"
"2017-04-01 00:00:00","c#","11121"
"2017-04-01 00:00:00","c","2866"
"2017-04-01 00:00:00","c++","5894"
"2017-04-01 00:00:00","python","15664"
"2017-04-01 00:00:00","javascript","21275"
"2017-04-01 00:00:00","go","508"
"2017-04-01 00:00:00","php","12470"
"2017-04-01 00:00:00","assembly","318"
"2017-04-01 00:00:00","ruby","1490"
"2017-04-01 00:00:00","java","15971"
"2017-04-01 00:00:00","swift","3928"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4262"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16375"
"2017-05-01 00:00:00","r","4324"
"2017-05-01 00:00:00","php","13078"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2747"
"2017-05-01 00:00:00","perl","357"
"2017-05-01 00:00:00","c#","12020"
"2017-05-01 00:00:00","python","16209"
"2017-05-01 00:00:00","javascript","22418"
"2017-05-01 00:00:00","c++","5314"
"2017-05-01 00:00:00","go","588"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4109"
"2017-06-01 00:00:00","javascript","21618"
"2017-06-01 00:00:00","perl","319"
"2017-06-01 00:00:00","c","2360"
"2017-06-01 00:00:00","go","576"
"2017-06-01 00:00:00","c#","11336"
"2017-06-01 00:00:00","assembly","242"
"2017-06-01 00:00:00","c++","4700"
"2017-06-01 00:00:00","python","16049"
"2017-06-01 00:00:00","java","14639"
"2017-06-01 00:00:00","r","4454"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4206"
"2017-06-01 00:00:00","php","11811"
"2017-07-01 00:00:00","c#","11233"
"2017-07-01 00:00:00","javascript","21647"
"2017-07-01 00:00:00","python","16945"
"2017-07-01 00:00:00","c","2058"
"2017-07-01 00:00:00","java","14174"
"2017-07-01 00:00:00","php","11822"
"2017-07-01 00:00:00","c++","5031"
"2017-07-01 00:00:00","assembly","222"
"2017-07-01 00:00:00","swift","4354"
"2017-07-01 00:00:00","ruby","1524"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","334"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","r","4588"
"2017-08-01 00:00:00","java","13773"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10985"
"2017-08-01 00:00:00","c","2052"
"2017-08-01 00:00:00","python","16493"
"2017-08-01 00:00:00","go","614"
"2017-08-01 00:00:00","c++","4804"
"2017-08-01 00:00:00","javascript","21390"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","361"
"2017-08-01 00:00:00","swift","4192"
"2017-08-01 00:00:00","r","4579"
"2017-08-01 00:00:00","php","11693"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9910"
"2017-09-01 00:00:00","c","2107"
"2017-09-01 00:00:00","python","15477"
"2017-09-01 00:00:00","java","12778"
"2017-09-01 00:00:00","delphi","263"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4483"
"2017-09-01 00:00:00","perl","311"
"2017-09-01 00:00:00","javascript","19020"
"2017-09-01 00:00:00","r","4228"
"2017-09-01 00:00:00","ruby","1224"
"2017-09-01 00:00:00","php","10739"
"2017-09-01 00:00:00","swift","3782"
"2017-10-01 00:00:00","javascript","19906"
"2017-10-01 00:00:00","c","2791"
"2017-10-01 00:00:00","c#","10268"
"2017-10-01 00:00:00","php","10867"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","334"
"2017-10-01 00:00:00","go","618"
"2017-10-01 00:00:00","python","16987"
"2017-10-01 00:00:00","java","14036"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5230"
"2017-10-01 00:00:00","r","4547"
"2017-10-01 00:00:00","perl","337"
"2017-10-01 00:00:00","swift","3908"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14210"
"2017-11-01 00:00:00","r","4516"
"2017-11-01 00:00:00","php","10635"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2963"
"2017-11-01 00:00:00","perl","270"
"2017-11-01 00:00:00","c#","9839"
"2017-11-01 00:00:00","python","17019"
"2017-11-01 00:00:00","javascript","19441"
"2017-11-01 00:00:00","c++","5047"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1176"
"2017-11-01 00:00:00","swift","3680"
"2017-12-01 00:00:00","assembly","248"
"2017-12-01 00:00:00","c++","4468"
"2017-12-01 00:00:00","c#","8637"
"2017-12-01 00:00:00","java","12008"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","17017"
"2017-12-01 00:00:00","go","530"
"2017-12-01 00:00:00","c","2201"
"2017-12-01 00:00:00","php","9189"
"2017-12-01 00:00:00","ruby","1023"
"2017-12-01 00:00:00","perl","242"
"2017-12-01 00:00:00","swift","3215"
"2017-12-01 00:00:00","python","14972"
"2017-12-01 00:00:00","r","3719"
"2018-01-01 00:00:00","python","16272"
"2018-01-01 00:00:00","assembly","254"
"2018-01-01 00:00:00","java","12367"
"2018-01-01 00:00:00","javascript","18965"
"2018-01-01 00:00:00","c#","9433"
"2018-01-01 00:00:00","c","2224"
"2018-01-01 00:00:00","c++","4767"
"2018-01-01 00:00:00","ruby","1165"
"2018-01-01 00:00:00","swift","3760"
"2018-01-01 00:00:00","perl","253"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10177"
"2018-01-01 00:00:00","go","545"
"2018-01-01 00:00:00","r","4206"
"2018-02-01 00:00:00","java","12066"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","283"
"2018-02-01 00:00:00","c#","8610"
"2018-02-01 00:00:00","c","2153"
"2018-02-01 00:00:00","python","16365"
"2018-02-01 00:00:00","go","584"
"2018-02-01 00:00:00","c++","4585"
"2018-02-01 00:00:00","javascript","17254"
"2018-02-01 00:00:00","ruby","1032"
"2018-02-01 00:00:00","perl","244"
"2018-02-01 00:00:00","swift","3418"
"2018-02-01 00:00:00","r","4512"
"2018-02-01 00:00:00","php","9180"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19195"
"2018-03-01 00:00:00","c#","9835"
"2018-03-01 00:00:00","c","2479"
"2018-03-01 00:00:00","python","17943"
"2018-03-01 00:00:00","c++","5204"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","613"
"2018-03-01 00:00:00","perl","302"
"2018-03-01 00:00:00","ruby","1064"
"2018-03-01 00:00:00","java","13593"
"2018-03-01 00:00:00","php","9900"
"2018-03-01 00:00:00","r","5107"
"2018-03-01 00:00:00","swift","4074"
"2018-04-01 00:00:00","java","13531"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2201"
"2018-04-01 00:00:00","c#","9275"
"2018-04-01 00:00:00","javascript","17987"
"2018-04-01 00:00:00","php","8978"
"2018-04-01 00:00:00","c++","4677"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","267"
"2018-04-01 00:00:00","python","17006"
"2018-04-01 00:00:00","r","4739"
"2018-04-01 00:00:00","go","623"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3580"
"2018-05-01 00:00:00","assembly","297"
"2018-05-01 00:00:00","c#","9963"
"2018-05-01 00:00:00","c++","4701"
"2018-05-01 00:00:00","python","17602"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18099"
"2018-05-01 00:00:00","c","2377"
"2018-05-01 00:00:00","java","13498"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1036"
"2018-05-01 00:00:00","perl","256"
"2018-05-01 00:00:00","swift","3631"
"2018-05-01 00:00:00","php","9515"
"2018-05-01 00:00:00","r","4730"
"2018-06-01 00:00:00","c","1842"
"2018-06-01 00:00:00","c#","8826"
"2018-06-01 00:00:00","assembly","208"
"2018-06-01 00:00:00","c++","4112"
"2018-06-01 00:00:00","java","11833"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","253"
"2018-06-01 00:00:00","javascript","17212"
"2018-06-01 00:00:00","r","4501"
"2018-06-01 00:00:00","go","677"
"2018-06-01 00:00:00","php","8482"
"2018-06-01 00:00:00","python","16832"
"2018-06-01 00:00:00","ruby","994"
"2018-06-01 00:00:00","swift","3159"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11794"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9441"
"2018-07-01 00:00:00","go","695"
"2018-07-01 00:00:00","c","1609"
"2018-07-01 00:00:00","perl","261"
"2018-07-01 00:00:00","python","17955"
"2018-07-01 00:00:00","r","4408"
"2018-07-01 00:00:00","javascript","17845"
"2018-07-01 00:00:00","php","8603"
"2018-07-01 00:00:00","c++","3925"
"2018-07-01 00:00:00","ruby","942"
"2018-07-01 00:00:00","swift","3681"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9558"
"2018-08-01 00:00:00","python","17841"
"2018-08-01 00:00:00","c","1698"
"2018-08-01 00:00:00","java","11398"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","c++","3940"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","234"
"2018-08-01 00:00:00","javascript","17953"
"2018-08-01 00:00:00","ruby","882"
"2018-08-01 00:00:00","php","8577"
"2018-08-01 00:00:00","r","4135"
"2018-08-01 00:00:00","swift","3597"
"2018-09-01 00:00:00","c#","8436"
"2018-09-01 00:00:00","c++","3779"
"2018-09-01 00:00:00","python","16125"
"2018-09-01 00:00:00","c","1860"
"2018-09-01 00:00:00","assembly","263"
"2018-09-01 00:00:00","javascript","16082"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","679"
"2018-09-01 00:00:00","perl","210"
"2018-09-01 00:00:00","php","7766"
"2018-09-01 00:00:00","java","10859"
"2018-09-01 00:00:00","ruby","782"
"2018-09-01 00:00:00","r","3797"
"2018-09-01 00:00:00","swift","3154"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12639"
"2018-10-01 00:00:00","php","8300"
"2018-10-01 00:00:00","r","4389"
"2018-10-01 00:00:00","c#","9404"
"2018-10-01 00:00:00","c","2485"
"2018-10-01 00:00:00","c++","4359"
"2018-10-01 00:00:00","assembly","328"
"2018-10-01 00:00:00","go","798"
"2018-10-01 00:00:00","javascript","17537"
"2018-10-01 00:00:00","ruby","905"
"2018-10-01 00:00:00","perl","287"
"2018-10-01 00:00:00","swift","3299"
"2018-10-01 00:00:00","python","18291"
"2018-11-01 00:00:00","javascript","16305"
"2018-11-01 00:00:00","go","721"
"2018-11-01 00:00:00","python","18177"
"2018-11-01 00:00:00","c","2568"
"2018-11-01 00:00:00","c#","8560"
"2018-11-01 00:00:00","assembly","312"
"2018-11-01 00:00:00","java","11863"
"2018-11-01 00:00:00","c++","4407"
"2018-11-01 00:00:00","perl","239"
"2018-11-01 00:00:00","ruby","836"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","3000"
"2018-11-01 00:00:00","r","4272"
"2018-11-01 00:00:00","php","7221"
"2018-12-01 00:00:00","javascript","14406"
"2018-12-01 00:00:00","java","10594"
"2018-12-01 00:00:00","c#","7630"
"2018-12-01 00:00:00","c","2237"
"2018-12-01 00:00:00","php","6338"
"2018-12-01 00:00:00","python","15893"
"2018-12-01 00:00:00","c++","3614"
"2018-12-01 00:00:00","assembly","236"
"2018-12-01 00:00:00","ruby","812"
"2018-12-01 00:00:00","delphi","177"
"2018-12-01 00:00:00","swift","2800"
"2018-12-01 00:00:00","perl","223"
"2018-12-01 00:00:00","go","660"
"2018-12-01 00:00:00","r","3436"
"2019-01-01 00:00:00","delphi","219"
"2019-01-01 00:00:00","java","11174"
"2019-01-01 00:00:00","assembly","229"
"2019-01-01 00:00:00","c#","8856"
"2019-01-01 00:00:00","go","666"
"2019-01-01 00:00:00","c","2324"
"2019-01-01 00:00:00","perl","267"
"2019-01-01 00:00:00","python","17132"
"2019-01-01 00:00:00","r","3985"
"2019-01-01 00:00:00","javascript","16139"
"2019-01-01 00:00:00","php","7310"
"2019-01-01 00:00:00","c++","3950"
"2019-01-01 00:00:00","ruby","919"
"2019-01-01 00:00:00","swift","2933"
"2019-02-01 00:00:00","assembly","231"
"2019-02-01 00:00:00","c#","8449"
"2019-02-01 00:00:00","python","17700"
"2019-02-01 00:00:00","c","2087"
"2019-02-01 00:00:00","java","11136"
"2019-02-01 00:00:00","delphi","193"
"2019-02-01 00:00:00","c++","3793"
"2019-02-01 00:00:00","go","634"
"2019-02-01 00:00:00","perl","259"
"2019-02-01 00:00:00","javascript","15831"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7442"
"2019-02-01 00:00:00","r","4294"
"2019-02-01 00:00:00","swift","2704"
"2019-03-01 00:00:00","java","12230"
"2019-03-01 00:00:00","c++","4499"
"2019-03-01 00:00:00","delphi","188"
"2019-03-01 00:00:00","assembly","284"
"2019-03-01 00:00:00","javascript","17502"
"2019-03-01 00:00:00","c","2417"
"2019-03-01 00:00:00","c#","9064"
"2019-03-01 00:00:00","php","7925"
"2019-03-01 00:00:00","go","728"
"2019-03-01 00:00:00","perl","237"
"2019-03-01 00:00:00","python","20087"
"2019-03-01 00:00:00","r","4547"
"2019-03-01 00:00:00","ruby","850"
"2019-03-01 00:00:00","swift","2973"
"2019-04-01 00:00:00","delphi","207"
"2019-04-01 00:00:00","javascript","16318"
"2019-04-01 00:00:00","assembly","318"
"2019-04-01 00:00:00","c#","9214"
"2019-04-01 00:00:00","php","7367"
"2019-04-01 00:00:00","c++","4453"
"2019-04-01 00:00:00","c","2467"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11315"
"2019-04-01 00:00:00","swift","3117"
"2019-04-01 00:00:00","python","19986"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","perl","213"
"2019-04-01 00:00:00","r","4643"
"2019-05-01 00:00:00","c#","9132"
"2019-05-01 00:00:00","assembly","250"
"2019-05-01 00:00:00","c","2144"
"2019-05-01 00:00:00","delphi","172"
"2019-05-01 00:00:00","javascript","16274"
"2019-05-01 00:00:00","perl","227"
"2019-05-01 00:00:00","java","11272"
"2019-05-01 00:00:00","go","682"
"2019-05-01 00:00:00","c++","4189"
"2019-05-01 00:00:00","php","7126"
"2019-05-01 00:00:00","r","4350"
"2019-05-01 00:00:00","python","19081"
"2019-05-01 00:00:00","swift","3137"
"2019-05-01 00:00:00","ruby","760"
"2019-06-01 00:00:00","java","9772"
"2019-06-01 00:00:00","javascript","14972"
"2019-06-01 00:00:00","c#","7714"
"2019-06-01 00:00:00","go","535"
"2019-06-01 00:00:00","assembly","205"
"2019-06-01 00:00:00","php","6141"
"2019-06-01 00:00:00","c++","3714"
"2019-06-01 00:00:00","c","1770"
"2019-06-01 00:00:00","python","17458"
"2019-06-01 00:00:00","perl","243"
"2019-06-01 00:00:00","ruby","705"
"2019-06-01 00:00:00","delphi","135"
"2019-06-01 00:00:00","swift","3117"
"2019-06-01 00:00:00","r","3996"
"2019-07-01 00:00:00","delphi","166"
"2019-07-01 00:00:00","assembly","193"
"2019-07-01 00:00:00","c++","4323"
"2019-07-01 00:00:00","c","1787"
"2019-07-01 00:00:00","c#","8559"
"2019-07-01 00:00:00","java","10991"
"2019-07-01 00:00:00","python","19975"
"2019-07-01 00:00:00","perl","244"
"2019-07-01 00:00:00","javascript","16370"
"2019-07-01 00:00:00","r","4258"
"2019-07-01 00:00:00","ruby","761"
"2019-07-01 00:00:00","go","640"
"2019-07-01 00:00:00","swift","3072"
"2019-07-01 00:00:00","php","6805"
"2019-08-01 00:00:00","c#","7792"
"2019-08-01 00:00:00","c","1579"
"2019-08-01 00:00:00","c++","3340"
"2019-08-01 00:00:00","python","18203"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","636"
"2019-08-01 00:00:00","javascript","15379"
"2019-08-01 00:00:00","assembly","173"
"2019-08-01 00:00:00","php","5923"
"2019-08-01 00:00:00","java","9210"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","200"
"2019-08-01 00:00:00","swift","2570"
"2019-08-01 00:00:00","r","3978"
"2019-09-01 00:00:00","java","9824"
"2019-09-01 00:00:00","c","2044"
"2019-09-01 00:00:00","c#","7938"
"2019-09-01 00:00:00","assembly","227"
"2019-09-01 00:00:00","javascript","15043"
"2019-09-01 00:00:00","c++","3854"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","php","5709"
"2019-09-01 00:00:00","go","626"
"2019-09-01 00:00:00","perl","203"
"2019-09-01 00:00:00","python","17060"
"2019-09-01 00:00:00","r","3978"
"2019-09-01 00:00:00","ruby","725"
"2019-09-01 00:00:00","swift","2575"
"2019-10-01 00:00:00","c#","8529"
"2019-10-01 00:00:00","assembly","327"
"2019-10-01 00:00:00","c++","4914"
"2019-10-01 00:00:00","python","20686"
"2019-10-01 00:00:00","javascript","16160"
"2019-10-01 00:00:00","go","642"
"2019-10-01 00:00:00","c","2528"
"2019-10-01 00:00:00","delphi","154"
"2019-10-01 00:00:00","java","11386"
"2019-10-01 00:00:00","perl","211"
"2019-10-01 00:00:00","ruby","857"
"2019-10-01 00:00:00","php","6221"
"2019-10-01 00:00:00","swift","3132"
"2019-10-01 00:00:00","r","4415"
"2019-11-01 00:00:00","assembly","297"
"2019-11-01 00:00:00","c","2554"
"2019-11-01 00:00:00","c#","8128"
"2019-11-01 00:00:00","c++","4802"
"2019-11-01 00:00:00","perl","226"
"2019-11-01 00:00:00","java","10444"
"2019-11-01 00:00:00","delphi","173"
"2019-11-01 00:00:00","javascript","15906"
"2019-11-01 00:00:00","php","6234"
"2019-11-01 00:00:00","r","4314"
"2019-11-01 00:00:00","go","614"
"2019-11-01 00:00:00","python","20792"
"2019-11-01 00:00:00","ruby","686"
"2019-11-01 00:00:00","swift","2905"
"2019-12-01 00:00:00","assembly","245"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9093"
"2019-12-01 00:00:00","c#","7257"
"2019-12-01 00:00:00","go","624"
"2019-12-01 00:00:00","python","18207"
"2019-12-01 00:00:00","c","2168"
"2019-12-01 00:00:00","c++","4232"
"2019-12-01 00:00:00","perl","160"
"2019-12-01 00:00:00","ruby","670"
"2019-12-01 00:00:00","javascript","14361"
"2019-12-01 00:00:00","swift","2681"
"2019-12-01 00:00:00","r","3747"
"2019-12-01 00:00:00","php","5278"
"2020-01-01 00:00:00","assembly","233"
"2020-01-01 00:00:00","c#","7863"
"2020-01-01 00:00:00","c","2063"
"2020-01-01 00:00:00","python","20109"
"2020-01-01 00:00:00","java","10050"
"2020-01-01 00:00:00","delphi","166"
"2020-01-01 00:00:00","perl","172"
"2020-01-01 00:00:00","c++","4259"
"2020-01-01 00:00:00","r","4143"
"2020-01-01 00:00:00","go","655"
"2020-01-01 00:00:00","ruby","769"
"2020-01-01 00:00:00","javascript","16095"
"2020-01-01 00:00:00","swift","2913"
"2020-01-01 00:00:00","php","5946"
"2020-02-01 00:00:00","c#","8475"
"2020-02-01 00:00:00","c","2061"
"2020-02-01 00:00:00","c++","4336"
"2020-02-01 00:00:00","python","22280"
"2020-02-01 00:00:00","delphi","165"
"2020-02-01 00:00:00","go","699"
"2020-02-01 00:00:00","javascript","17447"
"2020-02-01 00:00:00","assembly","280"
"2020-02-01 00:00:00","php","6324"
"2020-02-01 00:00:00","java","11233"
"2020-02-01 00:00:00","ruby","698"
"2020-02-01 00:00:00","perl","189"
"2020-02-01 00:00:00","swift","3030"
"2020-02-01 00:00:00","r","5067"
"2020-03-01 00:00:00","java","13143"
"2020-03-01 00:00:00","go","716"
"2020-03-01 00:00:00","c","2650"
"2020-03-01 00:00:00","delphi","181"
"2020-03-01 00:00:00","c#","8905"
"2020-03-01 00:00:00","python","26495"
"2020-03-01 00:00:00","c++","5077"
"2020-03-01 00:00:00","assembly","314"
"2020-03-01 00:00:00","javascript","20367"
"2020-03-01 00:00:00","perl","204"
"2020-03-01 00:00:00","r","5743"
"2020-03-01 00:00:00","php","6608"
"2020-03-01 00:00:00","swift","3412"
"2020-03-01 00:00:00","ruby","777"
"2020-04-01 00:00:00","java","15258"
"2020-04-01 00:00:00","assembly","403"
"2020-04-01 00:00:00","c++","6781"
"2020-04-01 00:00:00","c#","9963"
"2020-04-01 00:00:00","c","3455"
"2020-04-01 00:00:00","delphi","253"
"2020-04-01 00:00:00","javascript","24481"
"2020-04-01 00:00:00","go","879"
"2020-04-01 00:00:00","perl","230"
"2020-04-01 00:00:00","php","7995"
"2020-04-01 00:00:00","ruby","857"
"2020-04-01 00:00:00","python","32328"
"2020-04-01 00:00:00","swift","3992"
"2020-04-01 00:00:00","r","7011"
"2020-05-01 00:00:00","java","14574"
"2020-05-01 00:00:00","c#","9841"
"2020-05-01 00:00:00","assembly","383"
"2020-05-01 00:00:00","delphi","220"
"2020-05-01 00:00:00","c","3570"
"2020-05-01 00:00:00","javascript","25000"
"2020-05-01 00:00:00","go","824"
"2020-05-01 00:00:00","c++","7006"
"2020-05-01 00:00:00","php","7828"
"2020-05-01 00:00:00","python","34187"
"2020-05-01 00:00:00","perl","217"
"2020-05-01 00:00:00","ruby","771"
"2020-05-01 00:00:00","r","6813"
"2020-05-01 00:00:00","swift","4025"
"2020-06-01 00:00:00","delphi","215"
"2020-06-01 00:00:00","java","12881"
"2020-06-01 00:00:00","c++","6102"
"2020-06-01 00:00:00","c","2733"
"2020-06-01 00:00:00","php","7075"
"2020-06-01 00:00:00","assembly","357"
"2020-06-01 00:00:00","c#","8963"
"2020-06-01 00:00:00","go","755"
"2020-06-01 00:00:00","javascript","23125"
"2020-06-01 00:00:00","perl","201"
"2020-06-01 00:00:00","python","31464"
"2020-06-01 00:00:00","r","6211"
"2020-06-01 00:00:00","ruby","667"
"2020-06-01 00:00:00","swift","3693"
"2020-07-01 00:00:00","delphi","209"
"2020-07-01 00:00:00","java","12350"
"2020-07-01 00:00:00","javascript","23164"
"2020-07-01 00:00:00","c++","5579"
"2020-07-01 00:00:00","c#","8841"
"2020-07-01 00:00:00","assembly","285"
"2020-07-01 00:00:00","c","2230"
"2020-07-01 00:00:00","python","30381"
"2020-07-01 00:00:00","php","6886"
"2020-07-01 00:00:00","r","5592"
"2020-07-01 00:00:00","go","700"
"2020-07-01 00:00:00","ruby","756"
"2020-07-01 00:00:00","perl","177"
"2020-07-01 00:00:00","swift","3458"
"2020-08-01 00:00:00","delphi","188"
"2020-08-01 00:00:00","javascript","20741"
"2020-08-01 00:00:00","perl","193"
"2020-08-01 00:00:00","java","11015"
"2020-08-01 00:00:00","assembly","274"
"2020-08-01 00:00:00","c#","8017"
"2020-08-01 00:00:00","r","5072"
"2020-08-01 00:00:00","c","2022"
"2020-08-01 00:00:00","python","26416"
"2020-08-01 00:00:00","php","5814"
"2020-08-01 00:00:00","c++","5101"
"2020-08-01 00:00:00","go","766"
"2020-08-01 00:00:00","ruby","606"
"2020-08-01 00:00:00","swift","3134"
"2020-09-01 00:00:00","java","10797"
"2020-09-01 00:00:00","delphi","182"
"2020-09-01 00:00:00","c","2294"
"2020-09-01 00:00:00","c#","7315"
"2020-09-01 00:00:00","javascript","19596"
"2020-09-01 00:00:00","assembly","308"
"2020-09-01 00:00:00","c++","4250"
"2020-09-01 00:00:00","go","813"
"2020-09-01 00:00:00","r","5382"
"2020-09-01 00:00:00","perl","167"
"2020-09-01 00:00:00","ruby","573"
"2020-09-01 00:00:00","python","25192"
"2020-09-01 00:00:00","swift","3028"
"2020-09-01 00:00:00","php","5676"
"2020-10-01 00:00:00","c#","7069"
"2020-10-01 00:00:00","c++","4769"
"2020-10-01 00:00:00","python","26606"
"2020-10-01 00:00:00","assembly","389"
"2020-10-01 00:00:00","java","10852"
"2020-10-01 00:00:00","c","2532"
"2020-10-01 00:00:00","go","649"
"2020-10-01 00:00:00","javascript","19259"
"2020-10-01 00:00:00","delphi","194"
"2020-10-01 00:00:00","ruby","552"
"2020-10-01 00:00:00","r","5796"
"2020-10-01 00:00:00","swift","2770"
"2020-10-01 00:00:00","perl","175"
"2020-10-01 00:00:00","php","5497"
"2020-11-01 00:00:00","c","2916"
"2020-11-01 00:00:00","delphi","211"
"2020-11-01 00:00:00","go","603"
"2020-11-01 00:00:00","javascript","18310"
"2020-11-01 00:00:00","java","10385"
"2020-11-01 00:00:00","c#","6865"
"2020-11-01 00:00:00","assembly","415"
"2020-11-01 00:00:00","python","26181"
"2020-11-01 00:00:00","perl","152"
"2020-11-01 00:00:00","c++","4794"
"2020-11-01 00:00:00","php","5600"
"2020-11-01 00:00:00","ruby","588"
"2020-11-01 00:00:00","r","5621"
"2020-11-01 00:00:00","swift","2636"
"2020-12-01 00:00:00","delphi","213"
"2020-12-01 00:00:00","javascript","18778"
