id,version,set_num
805,1,6320-1
806,1,918-white-2
807,1,1877-1
808,1,6895-1
811,1,6471-1
814,1,6718-1
815,1,7003-1
818,1,1561-2
819,1,COMCON025-1
820,1,9699-1
826,1,811-2
827,1,8805-13
829,1,991333-1
830,1,5001160-1
831,1,75131-1
832,1,60014-1
833,1,7635-1
835,1,3565-1
838,1,4402-1
839,1,1869-1
840,1,71002-12
841,1,2617-1
842,1,1271-2
845,1,60123-1
846,1,9963-1
847,1,41519-1
848,1,6280-1
850,1,10747-1
852,1,561409-1
854,1,1777-1
856,1,71013-6
859,1,1067-1
860,1,76004-1
861,1,7587-1
862,1,41514-1
865,1,4496-2
866,1,7344-1
867,1,7509-1
869,1,5104-1
870,1,2847-1
871,1,280-1
874,1,704-4
875,1,5000063-1
879,1,4735-1
881,1,6746-1
882,1,402-3
883,1,76071-1
885,1,311-1
887,1,40208-1
888,1,3492-1
889,1,66432-1
891,1,970670-1
893,1,3-4
894,1,9610-1
896,1,45503-1
898,1,WEETABIX3-1
899,1,3304-1
903,1,1650-1
906,1,8105-1
907,1,1808-1
908,1,K7035-1
909,1,1507-1
911,1,30378-1
913,1,10524-1
915,1,891502-1
916,1,5004552-1
918,1,853195-1
919,1,850656-1
920,1,5001136-1
924,1,1611-1
926,1,1297-1
927,1,6572-1
928,1,6561-1
929,1,4490-1
930,1,853476-1
931,1,10017-1
932,1,6647-1
934,1,4944-1
935,1,5862-1
937,1,70231-1
941,1,852741-1
943,1,852985-1
944,1,655-1
946,1,8104-1
948,1,10582-1
950,1,8006-1
951,1,8008-1
952,1,7937-1
953,1,40181-1
954,1,8112-1
955,1,10705-1
956,1,21205-1
957,1,501-3
962,1,66258-1
964,1,7569-1
966,1,9481-1
968,1,MAY2013-1
970,1,9095-1
972,1,8583-1
973,1,K8882-1
974,1,3834-1
975,1,520-2
976,1,8284-1
977,1,1130-1
978,1,1213-2
980,1,60061-1
981,1,1306-1
982,1,4780-1
984,1,44008-1
985,1,8144-1
986,1,41507-1
987,1,30225-1
988,1,7834-1
989,1,1627-1
990,1,7156-1
993,1,5201-1
994,1,4047-1
995,1,8927-1
997,1,6771-1
998,1,575-1
1000,1,1786-1
1001,1,8743-1
1002,1,8968-1
1003,1,4415-1
1004,1,5109-1
1006,1,1240-1
1008,1,6044-1
1010,1,5118-1
1011,1,3381-1
1012,1,5046-1
1013,1,6837-1
1014,1,MS1048-1
1015,1,891615-1
1016,1,40086-1
1018,1,8823-1
1019,1,232-2
1021,1,7621-1
1022,1,970674-1
1023,1,628-3
1025,1,6250-1
1026,1,355-2
1027,1,5177-1
1028,1,5578-1
1030,1,LLCA51-1
1031,1,2199-1
1032,1,42046-1
1033,1,71000-8
1036,1,1421-1
1038,1,1280-1
1039,1,6308-1
1040,1,7716-1
1041,1,6501-1
1043,1,4097-1
1044,1,8290-1
1045,1,9858-1
1046,1,3798-1
1047,1,1236-2
1049,1,798-1
1054,1,605-2
1058,1,850591-1
1059,1,5395-1
1061,1,5000642-1
1062,1,271-2
1063,1,3463-1
1064,1,5940-1
1065,1,7100-1
1066,1,222-2
1067,1,1513-1
1069,1,810003-1
1070,1,8773-1
1071,1,8852-1
1072,1,LLCA03-1
1073,1,WEETABIX2-1
1074,1,5227-1
1075,1,8684-4
1078,1,10515-1
1083,1,9794-1
1085,1,40206-1
1087,1,7249-1
1089,1,5832-1
1090,1,6776-1
1092,1,852354-1
1093,1,107-1
1094,1,6956-1
1095,1,7559-1
1096,1,2880-1
1097,1,60011-1
1101,1,7410-1
1102,1,60059-1
1103,1,30029-1
1104,1,3033-1
1105,1,70170-1
1108,1,894-1
1109,1,7177-1
1111,1,7281-1
1112,1,853111-1
1113,1,3854-1
1114,1,5002931-1
1115,1,4220-1
1116,1,75157-1
1117,1,41553-1
1118,1,1220-2
1119,1,10226-1
1120,1,6763-1
1121,1,4462-1
1122,1,9337-1
1126,1,3850004-1
1127,1,6544-1
1128,1,71201-1
1129,1,8867-1
1130,1,20217-1
1131,1,65757-1
1132,1,llca22-1
1134,1,1382-1
1135,1,5003559-1
1137,1,911-1
1138,1,5902-1
1139,1,5001385-1
1140,1,6911-1
1141,1,1356-1
1144,1,792-1
1148,1,9530-1
1149,1,40202-1
1152,1,5040-1
1154,1,10803-1
1156,1,1343-1
1157,1,3629-1
1158,1,295-1
1159,1,71000-17
1161,1,692-1
1162,1,7613-1
1163,1,1417-1
1164,1,6337-1
1165,1,9657-1
1166,1,133-1
1167,1,70602-1
1170,1,21104-1
1171,1,6987-1
1173,1,3478-1
1174,1,1978-1
1175,1,9551-1
1177,1,970638-1
1180,1,6484-1
1181,1,71310-1
1182,1,6565-1
1184,1,7709-1
1187,1,1077-1
1189,1,10227-1
1190,1,850895-1
1191,1,9557-1
1192,1,4065-1
1193,1,8544-1
1194,1,699-1
1195,1,326-1
1197,1,75108-1
1198,1,7744-1
1199,1,245-2
1200,1,8804-3
1201,1,6018031-1
1203,1,9377-1
1205,1,764521-1
1206,1,70228-1
1207,1,6575-1
1208,1,5767-1
1209,1,5142-1
1210,1,9306-1
1211,1,71005-16
1212,1,10013-1
1213,1,41052-1
1214,1,6646-1
1215,1,75899-1
1216,1,451-1
1219,1,1169-1
1220,1,9484-1
1221,1,8563-1
1222,1,8733-1
1223,1,5137-1
1224,1,5165-1
1225,1,8459-1
1226,1,42063-1
1227,1,7216-2
1233,1,5872-1
1234,1,79016-1
1236,1,437-1
1237,1,8983-1
1238,1,54-1
1241,1,10187-1
1242,1,1161-1
1245,1,5203-1
1246,1,5156-1
1247,1,1234-1
1248,1,722-1
1249,1,3521-1
1250,1,4532-1
1251,1,8720-1
1252,1,3845-1
1253,1,30005-1
1255,1,10202-2
1259,1,8044-1
1260,1,10150-1
1261,1,5282-1
1264,1,5482-1
1266,1,10740-1
1267,1,970610-1
1268,1,2490-1
1269,1,65549-1
1270,1,390-2
1271,1,214.4-1
1272,1,5237-1
1274,1,41029-1
1275,1,9648-1
1279,1,1076-1
1280,1,8436-1
1281,1,30070-1
1282,1,30059-1
1283,1,8205-1
1284,1,1127-1
1285,1,1607-1
1286,1,7524-1
1289,1,3287-1
1290,1,197-1
1291,1,7424-1
1292,1,8710-1
1293,1,1845-1
1300,1,1216-1
1302,1,Lynnwood-1
1303,1,3738-1
1305,1,10255-1
1306,1,WHITEHOUSE-1
1307,1,10829-1
1311,1,2000446-1
1312,1,8165-1
1313,1,8090-1
1315,1,KT306-1
1316,1,8584-2
1317,1,KT405-1
1318,1,291-1
1320,1,10069-1
1321,1,5988-1
1323,1,K6243-1
1324,1,6615-1
1325,1,7178-1
1326,1,35-1
1327,1,838-1
1328,1,760-1
1330,1,EMMETSCAR-1
1332,1,5793-1
1333,1,5538-1
1334,1,5004259-1
1335,1,8252-1
1338,1,6987-2
1339,1,5067-1
1340,1,6375-1
1341,1,3855-1
1342,1,5009-1
1344,1,2649-1
1346,1,4288906-1
1347,1,9380-1
1352,1,852550-1
1353,1,5864-1
1354,1,5045-1
1355,1,4702-1
1356,1,481-5
1357,1,79100-1
1359,1,991464-1
1360,1,30250-1
1363,1,330-3
1364,1,76011-1
1365,1,656-1
1366,1,1125-1
1368,1,30522-1
1369,1,7152-1
1371,1,1978-2
1373,1,kabcity-1
1374,1,9607-1
1375,1,5058-1
1377,1,3756-1
1379,1,341-1
1380,1,6045-1
1381,1,7802-1
1384,1,102A-2
1387,1,6923-1
1388,1,76013-1
1389,1,4519-1
1390,1,4186876-1
1392,1,3080-1
1393,1,9526-1
1398,1,Dallas-1
1399,1,8075-1
1401,1,66117-1
1402,1,6359-1
1405,1,6883-1
1406,1,6382-1
1407,1,165-1
1408,1,852697-1
1409,1,10127-1
1410,1,14-1
1411,1,2182-1
1412,1,41528-1
1414,1,0012-1
1416,1,5933-1
1418,1,K5613-1
1419,1,6633-1
1420,1,4258-1
1421,1,66377-1
1422,1,75036-1
1426,1,4431-1
1427,1,4430-1
1428,1,4755-1
1431,1,8853-1
1432,1,5764-1
1433,1,9615-1
1434,1,4106-1
1435,1,1250-1
1436,1,4799-1
1437,1,6811-1
1438,1,K8148-1
1439,1,8496-1
1440,1,3053-1
1441,1,8677-1
1442,1,8890-1
1443,1,5001383-1
1444,1,8193-1
1445,1,5004590-1
1447,1,9748-1
1448,1,1217-1
1449,1,41532-1
1450,1,878-1
1452,1,8676-1
1453,1,1405356235-1
1454,1,6879-1
1456,1,890-1
1457,1,6282-1
1459,1,5004363-1
1460,1,30067-1
1461,1,4182-1
1462,1,5316-1
1465,1,41073-1
1466,1,4946-1
1469,1,4176-1
1470,1,8511-1
1471,1,6336-1
1472,1,6499-1
1475,1,383-1
1476,1,7116-1
1478,1,71017-4
1479,1,852702-1
1480,1,325-3
1481,1,7586-1
1482,1,8567-1
1483,1,9964-1
1484,1,6464-1
1485,1,70314-1
1486,1,30020-1
1487,1,COMCON022-1
1489,1,3450-1
1492,1,8727-1
1493,1,5249-1
1494,1,30116-1
1495,1,60036-1
1497,1,2494-1
1498,1,5619-1
1499,1,8909-4
1500,1,4031-1
1502,1,814-2
1503,1,71014-2
1504,1,41539-1
1505,1,6092-2
1507,1,VP-17
1509,1,8421-1
1511,1,3718-1
1513,1,2115-1
1515,1,20016-1
1517,1,71011-6
1519,1,1216-2
1520,1,75155-1
1521,1,60127-1
1522,1,F6316-1
1524,1,242.2-1
1526,1,6554-1
1527,1,8048-1
1530,1,1132-1
1531,1,6191-1
1534,1,4937-1
1535,1,1131-1
1536,1,10117-1
1537,1,4204-1
1538,1,9761-1
1548,1,70156-1
1549,1,6694-1
1552,1,7883-1
1554,1,5265-1
1555,1,4774-1
1556,1,40099-1
1557,1,4487-1
1560,1,10818-1
1562,1,1776-1
1563,1,8137-1
1566,1,75148-1
1568,1,391504-1
1569,1,8785-1
1570,1,8196-1
1572,1,9-1
1573,1,951178-1
1577,1,8685-1
1578,1,71010-15
1579,1,7036-1
1580,1,6661-1
1582,1,3826-1
1585,1,1470-1
1586,1,30026-1
1587,1,851324-1
1589,1,10210-1
1594,1,7245-1
1596,1,10699-1
1598,1,3469-1
1599,1,7751-1
1600,1,FRANKFURT-1
1602,1,40045-1
1603,1,7194-1
1604,1,30189-1
1606,1,3850007-1
1607,1,31047-1
1608,1,4992-1
1610,1,5606-1
1611,1,1958-1
1613,1,520-6
1615,1,5004796-1
1616,1,45110-1
1618,1,41141-1
1619,1,1661-2
1620,1,44028-1
1621,1,K8573-1
1623,1,850843-1
1624,1,8404-1
1625,1,8877-1
1627,1,7306-1
1628,1,8228-1
1630,1,70911-1
1631,1,5281-1
1632,1,8360-1
1633,1,8746-1
1634,1,K4729-1
1636,1,8418-1
1637,1,6371-1
1638,1,1512-2
1639,1,6578-1
1640,1,8383-1
1641,1,482-4
1642,1,40057-1
1643,1,3961-1
1644,1,2556-1
1645,1,1967-1
1646,1,71000-5
1647,1,11-2
1648,1,40017-1
1649,1,66436-1
1651,1,6201-1
1654,1,8831-12
1656,1,6510-1
1657,1,118-2
1658,1,3603-1
1660,1,79002-1
1661,1,4448-1
1662,1,3885-1
1664,1,8614-2
1666,1,8274-1
1668,1,7103-1
1669,1,6521-1
1670,1,7837-1
1671,1,3793-1
1672,1,40077-1
1673,1,308-2
1675,1,8416-1
1677,1,40239-1
1678,1,10655-1
1680,1,K8358-1
1681,1,747-1
1682,1,3473-1
1685,1,1644-1
1686,1,7688-1
1688,1,30066-5
1690,1,493-2
1691,1,8872-1
1692,1,726-1
1696,1,1065-1
1700,1,8088-1
1701,1,332-1
1702,1,1733-1
1705,1,8803-14
1706,1,30256-1
1707,1,8523-1
1708,1,991369-1
1709,1,9931-1
1710,1,6512-1
1711,1,877-1
1713,1,1180-1
1714,1,2143-1
1716,1,1515-1
1719,1,617-1
1720,1,1317-1
1721,1,700GP5-1
1722,1,3054-1
1723,1,40031-1
1726,1,5001134-1
1727,1,433-1
1728,1,4133-1
1731,1,4213-1
1732,1,66342-1
1733,1,7919-1
1734,1,8389-1
1736,1,3015-1
1737,1,3730-1
1739,1,1999-1
1743,1,9962-1
1744,1,1228-1
1747,1,360-1
1748,1,4530-1
1749,1,853556-1
1750,1,980-1
1751,1,6551-1
1754,1,4300-1
1756,1,6931-1
1757,1,456-2
1758,1,5069-1
1759,1,2231-1
1760,1,365-2
1762,1,10072-1
1764,1,TRUFALCON-1
1765,1,9305-1
1766,1,30372-1
1768,1,391505-1
1770,1,10233-1
1771,1,4987-1
1772,1,30350-1
1775,1,8625-1
1776,1,60150-1
1778,1,518-15
1781,1,3917-1
1782,1,5039-1
1785,1,5956-1
1786,1,3306-1
1787,1,7665-1
1788,1,6152-1
1789,1,9331-1
1790,1,71017-19
1791,1,7418-2
1792,1,6158-1
1794,1,4174-1
1795,1,K8563-1
1796,1,885-1
1797,1,970637-1
1799,1,911511-1
1800,1,8084-1
1801,1,5051-1
1805,1,40203-1
1807,1,8453-2
1808,1,6907-1
1809,1,70599-1
1810,1,308-1
1812,1,283-2
1814,1,7453-1
1815,1,5004131-1
1818,1,1416-1
1819,1,79111-1
1820,1,6496-1
1821,1,544-1
1822,1,378-1
1823,1,5000440-1
1825,1,5581-1
1826,1,3501-1
1828,1,7115-1
1830,1,10205-1
1831,1,520-9
1832,1,3407-1
1833,1,8161-1
1835,1,970684-1
1838,1,5064-1
1840,1,8019-1
1842,1,41067-1
1845,1,519-13
1847,1,1389-1
1849,1,850963-1
1851,1,MS1044-1
1852,1,521-13
1853,1,5836-1
1854,1,970639-1
1856,1,71000-12
1859,1,8757-1
1860,1,5004468-1
1864,1,7030-1
1865,1,4425-1
1868,1,71214-1
1869,1,6091-1
1870,1,3741-1
1871,1,8437-1
1873,1,31052-1
1875,1,41125-1
1878,1,9002014-1
1879,1,K8761-1
1880,1,71013-5
1881,1,70505-1
1882,1,8245-1
1884,1,8275-1
1886,1,71002-7
1887,1,701-3
1888,1,66173-1
1889,1,1752-1
1890,1,50-1
1891,1,610-2
1892,1,5003576-1
1893,1,9384-1
1894,1,9256-1
1895,1,8935-1
1898,1,7323-1
1899,1,60063-1
1901,1,8110-1
1902,1,1092-1
1903,1,7863-1
1904,1,520-15
1907,1,4186874-1
1908,1,1061-1
1910,1,6489-1
1912,1,6582-1
1913,1,2613-1
1914,1,41116-1
1917,1,780-1
1919,1,LMG002-1
1921,1,462-2
1922,1,6809-1
1923,1,6432-1
1927,1,485-1
1928,1,6111-1
1929,1,9314-1
1930,1,6869-1
1932,1,4442-1
1933,1,902-1
1934,1,6507-1
1936,1,TOMINIFIGS-1
1937,1,4573-1
1939,1,7302-1
1945,1,5240-1
1946,1,6338-1
1947,1,4679-1
1948,1,4077-1
1949,1,8032-1
1950,1,7708-1
1952,1,9616-1
1953,1,970115-1
1954,1,30160-1
1955,1,4875-1
1958,1,LMG004-1
1959,1,3922-1
1960,1,8870-1
1961,1,270-2
1962,1,20002-1
1963,1,40201-1
1965,1,8152-1
1966,1,7866-1
1967,1,5004604-1
1968,1,71000-13
1969,1,6910-1
1970,1,6051-1
1971,1,5820-1
1972,1,8587-2
1973,1,080-1
1974,1,7992-1
1976,1,7250-1
1977,1,7080-1
1978,1,8671-1
1979,1,481-6
1981,1,561604-1
1983,1,1917-1
1984,1,3485-1
1985,1,4457-1
1986,1,71002-11
1987,1,70410-1
1988,1,5110-1
1989,1,8827-17
1991,1,700.B.3-1
1993,1,40118-1
1996,1,356-2
1997,1,695-1
1998,1,60042-1
2000,1,271606-1
2001,1,79007-1
2002,1,1687-1
2004,1,8371-1
2006,1,852548-1
2009,1,K8355-1
2010,1,1824-1
2011,1,374-1
2013,1,71007-7
2014,1,853130-1
2015,1,8592-3
2016,1,71007-15
2017,1,464-1
2021,1,5198-1
2022,1,118-1
2024,1,1354-1
2025,1,Vancouver-1
2026,1,8873-1
2028,1,005-1
2033,1,3475-1
2035,1,991329-1
2039,1,357-1
2040,1,3422-2
2041,1,7868-1
2042,1,5042-1
2045,1,8948-1
2046,1,30003-1
2047,1,3570-1
2048,1,164-1
2050,1,10169-1
2053,1,70107-1
2054,1,KT203-1
2055,1,8989-1
2056,1,6940-1
2057,1,4637-1
2060,1,5083-1
2062,1,75097-1
2064,1,TRUKAYAK-1
2065,1,701-1
2066,1,5002146-1
2067,1,3885-2
2068,1,comcon014-1
2069,1,8857-1
2070,1,520-5
2071,1,7610-1
2072,1,4093-1
2073,1,71205-1
2074,1,1293-1
2076,1,7533-1
2082,1,7326-1
2083,1,377-2
2084,1,9476-1
2085,1,8833-2
2086,1,7572-1
2087,1,5000214-1
2088,1,30180-1
2089,1,6033-1
2090,1,16-1
2093,1,643-2
2096,1,1560-1
2097,1,8142-2
2101,1,8650-1
2102,1,981-1
2103,1,K7896-1
2105,1,10600-1
2107,1,4562-1
2109,1,9594-1
2110,1,6022-1
2111,1,278-1
2112,1,70734-1
2113,1,510-1
2114,1,951-2
2116,1,41573-1
2117,1,6020-1
2118,1,5980-1
2119,1,8119-1
2120,1,2070-1
2123,1,3079-1
2124,1,483-4
2125,1,918-1
2126,1,10244-1
2128,1,30055-1
2129,1,5978-1
2130,1,LLBUS-1
2131,1,850597-1
2132,1,1332-1
2134,1,8791-1
2135,1,1228-2
2137,1,294-1
2138,1,1745-1
2139,1,5182-1
2140,1,305-2
2143,1,1162-1
2144,1,7413-1
2145,1,4966-1
2147,1,70108-1
2148,1,6392-1
2150,1,6780-1
2151,1,2138-1
2152,1,10191-1
2154,1,9349-1
2155,1,1857-1
2159,1,4186870-1
2161,1,75029-1
2162,1,6649-1
2163,1,60131-1
2164,1,30266-1
2166,1,703-3
2167,1,3508-1
2169,1,1645-1
2170,1,926-1
2171,1,4891-1
2172,1,1798-1
2173,1,10285-1
2174,1,6296-1
2175,1,5004-1
2176,1,71017-11
2178,1,10043-1
2179,1,260-3
2180,1,9470-1
2181,1,7647-1
2182,1,76012-1
2185,1,71011-3
2186,1,5004237-1
2188,1,6151-1
2191,1,75904-1
2193,1,71207-1
2195,1,4283-1
2196,1,1221-1
2197,1,5854-1
2198,1,3853-1
2201,1,1638-1
2203,1,740-2
2205,1,7266-1
2209,1,6824-1
2210,1,9822-1
2211,1,8864-1
2213,1,7726-1
2214,1,Calgary-1
2216,1,0011-3
2217,1,41231-1
2219,1,3846-1
2220,1,821-1
2222,1,LLCA13-1
2223,1,7093-1
2224,1,75010-1
2225,1,4655-1
2226,1,41534-1
2227,1,3643-1
2228,1,1283-1
2230,1,79120-1
2234,1,41061-1
2235,1,850841-1
