part_num,name,part_cat_id,part_material
4209pr0004,Hose Reel  2 x  4 x  2 Holder with Fire Shield Print,31,Plastic
4209pr0005,String Reel 2 x 4 x 2 Holder with Coast Guard Print,31,Plastic
421,"Ladder Two Piece, Top Section",32,Plastic
4210,Equipment Hose Nozzle Simple,27,Plastic
42104c01pr0001,Duplo Sound Effects Brick with Dark Gray Base and Castle Sounds,4,Plastic
42104c02pr0001,Duplo Sound Effects Brick with Lime Base & Dora The Explorer Sounds,4,Plastic
42109,"Minifig Head Special, Goblin [Plain]",59,Plastic
4211,Vehicle Base 4 x 5,36,Plastic
42114,Weapon Lightsaber Hilt Angled,27,Plastic
4212,Car Base 10 x 4 x 2/3 with 2 x 2 Center,36,Plastic
4212151,Belville Doll House Roof [5940],42,Plastic
4212158,Belville Stable Roof with Shingles Print [5941],42,Plastic
4212a,"Vehicle, Base 4 x 10 x 2/3 with 2 x 2 Recessed Center with Center Hole (Early Version)",36,Plastic
4212b,"Vehicle, Base 4 x 10 x 2/3 with 2 x 2 Recessed Center with Smooth Underside, No Center Hole",36,Plastic
4213,Hinge Vehicle Roof 4 x 4,18,Plastic
4214,Hinge Vehicle Roof Holder 1 x 4 x 2,18,Plastic
4215966,"Backdrop, Belville Doll House Living Room [5940]",42,Plastic
4215967,"Backdrop, Belville Doll House Kitchen [5940]",42,Plastic
4215969,"Backdrop, Belville Doll House Bedroom [5940]",42,Plastic
4215974,"Backdrop, Belville Doll House Bathroom [5940]",42,Plastic
4215976,"Backdrop, Belville Riding School [5941]",42,Plastic
4215978,"Backdrop, Belville Dressing Room [5942]",42,Plastic
4215a,Panel 1 x 4 x 3 [Solid Studs],23,Plastic
4215apr0001,Panel 1 x 4 x 3 with Police Red Line and Yellow Star Badge Print,23,Plastic
4215apr0002,Panel 1 x 4 x 3 - Solid Studs with Red Cross and Stripe Print [6680 / 6691],23,Plastic
4215apr0003,Panel 1 x 4 x 3 - Solid Studs with Red Stripe Print [6691],23,Plastic
4215apr0004,Panel 1 x 4 x 3 - Solid Studs with Blue Stripe Print Right [5580],23,Plastic
4215apr0005,Panel 1 x 4 x 3 - Solid Studs with Red/Blue Stripe Right Print [5580],23,Plastic
4215apr0006,Panel 1 x 4 x 3 - Solid Studs with Blue Stripe Print Left [5580],23,Plastic
4215apr0007,Panel 1 x 4 x 3 - Solid Studs with Red/Blue Stripe Left Print [5580],23,Plastic
4215apr0008,Panel 1 x 4 x 3 - Solid Studs with Recycling Arrows Print [6693 / 9354],23,Plastic
4215apr0009,Panel 1 x 4 x 3 - Solid Studs with TV Logo Print [6661],23,Plastic
4215apr0010,Panel 1 x 4 x 3 - Solid Studs with UNICEF Logo Print [106],23,Plastic
4215apr0011,Panel 1 x 4 x 3 - Solid Studs with Red Stripe and White Stripes Print,23,Plastic
4215apr0012,Panel 1 x 4 x 3 - Solid Studs with Black 'POLICE' Bar and White Stripes Print [6684],23,Plastic
4215apr0013,Panel 1 x 4 x 3 - Solid Studs with Snowflake Print [8660],23,Plastic
4215apr0014,Panel 1 x 4 x 3 - Solid Studs with Diagonal 1/2 Black Left Print [7745],23,Plastic
4215apr0015,Panel 1 x 4 x 3 - Solid Studs with Diagonal 1/2 Black Right Print [7745],23,Plastic
4215apr0016,Panel 1 x 4 x 3 - Solid Studs with Jolly Roger Print [6286],23,Plastic
4215apr0017,Panel 1 x 4 x 3 - Solid Studs with Red Cross Print [1067 / 6688],23,Plastic
4215apr0018,Panel 1 x 4 x 3 - Solid Studs with Coast Guard Print [6387],23,Plastic
4215apr0019,Panel 1 x 4 x 3 - Solid Studs with White Fireman Cap and 2 Yellow Axes Print [6389],23,Plastic
4215b,Panel 1 x 4 x 3 [Hollow Studs],23,Plastic
4215bpr0001,Panel 1 x 4 x 3 with Telephone in Blue/Green Circle Print,23,Plastic
4215bpr0002,Panel 1 x 4 x 3 with Potions Print,23,Plastic
4215bpr0003,Panel 1 x 4 x 3 with Red Café / Black Semi-Truck Print [6329],23,Plastic
4215bpr0004,Panel 1 x 4 x 3 with SW Rebel Control Center Planet and Death Star Print [7180],23,Plastic
4215bpr0005,Panel 1 x 4 x 3 with Motorcycle and Wrench Print [6426],23,Plastic
4215bpr0006,Panel 1 x 4 x 3 with Cargo Print [6330],23,Plastic
4216,Brick Special 1 x 2 with Groove,5,Plastic
4216816,Sticker Sheet for Set 10029-1,58,Plastic
4217,Brick Special 1 x 14 Grooved,5,Plastic
4218,Garage Roller Door Section without Handle,16,Plastic
4219,Garage Roller Door Section with Handle,16,Plastic
422,Plate Modified 2 x 2 with Small Holes for Metal Axle,9,Plastic
4220,Arm Grab Jaw Holder,18,Plastic
42205,Door Frame 1 x 6 x 6,16,Plastic
4221,Arm Grab Jaw,18,Plastic
42210,Sticker Sheet for Set 3451-1,58,Plastic
4222,Fabuland Chair,42,Plastic
4223,Fabuland Table,42,Plastic
42234,Duplo Brick 1 x 2 x 2 with Side Cutouts and Channel in Top,4,Plastic
42235,Duplo Cement Mixer Drum on Stand (Dizzy),4,Plastic
42236pr0001,Duplo Plate 1 x 2 with Overhang with Half Circular Saw Print,4,Plastic
42236pr0002,Duplo Plate 1 x 2 with Overhang with Skull & Sabers Print,4,Plastic
42236pr0003,Duplo Plate 1 x 2 with Overhang with Clown Face Print,4,Plastic
42236pr0004,"Duplo Plate 1 x 2 with Overhang with Grille, Lightning Bolt, and Green & Red Lights Print",4,Plastic
42236pr0005,Duplo Plate 1 x 2 with Overhang with Dragon Print,4,Plastic
42236pr0006,"Duplo Plate 1 x 2 with Overhang, with Dragon on Red and Yellow Shield Print",4,Plastic
42236pr0007,"Duplo Plate 1 x 2 with Overhang, with Lion and Crown on Yellow and Blue Shield Print",4,Plastic
42236pr0008,"Duplo Plate 1 x 2 with Overhang, with Phoenix on Black Shield Print",4,Plastic
42236pr0009,Duplo Plate 1 x 2 with Overhang with Eyes and Smile Print (Dizzy),4,Plastic
42248,Duplo Steamroller Base Front Roller (Roley),4,Plastic
42250,Duplo Steamroller Base Rear Roller Wheels (Roley),4,Plastic
42254,Duplo Steamroller Front with Grille and Headlight Eyes (Roley) Print,4,Plastic
42258,Sticker Sheet for Set 4795-1,58,Plastic
42274pr0001,"Duplo Shield, Flat Triangle with Red Stripes and Hearts Print",4,Plastic
42274pr0002,"Duplo Shield, Flat Triangle with Yellow and Gray and Dinosaur Print",4,Plastic
42277c01,Duplo Cable Car with Plate 2 x 2 with Cable Wheel,4,Plastic
4228,Slope Inverted 33° 5 x 6 x 2,3,Plastic
42289,Motor PullBack 2 x  6 x  1.667 Type 2 [Fast] Black Base/White Axle,44,Plastic
4229,"Engine, Strakes, 2 x 2 Thin Top Plate",35,Plastic
4229b,"Engine, Strakes, 2 x 2 with Axleholder Centre",35,Plastic
4231,Fabuland Mailbox 4 x 4 x 2 Top,7,Plastic
42316,Duplo Road Traffic Lights with Changable Lights,4,Plastic
4232,Spybotics Module,45,Plastic
4232rc,Spybotics Remote Control,45,Plastic
4232sc,"Electric, Spybotics Serial Cable",45,Plastic
42332,"Belville, Clothes Skirt Long with White Fur Trim (Princess Vanilla #5842)",42,Plastic
4234,Motor Wind-Up 4 x 10 x 3 Key,56,Plastic
42359,"Duplo Train, Intelligent Train Engine Canopy",4,Plastic
4237,Trunk / Chest Bottom 4 x 6 x 2 1/3,7,Plastic
4238,Trunk / Chest Lid 4 x 6 x 1 2/3,7,Plastic
42380a,Foam Soccer Target 10 x 9 with One Dogleg Hole,17,Plastic
42380b,Foam Soccer Target 10 x 9 with Two Holes,17,Plastic
42386,Duplo Train Intelli-Train Smart Brick with Stop Sign Print,4,Plastic
42387,"Duplo Train, Intelligent Train Smart Tile with Reverse Arrow Print",4,Plastic
42388,Duplo Train Intelligent Train Smart Tile with Horn Print,4,Plastic
42389,"Duplo Train, Intelligent Train Smart Tile with Tunnel Print",4,Plastic
4239,Sticker Sheet for Set 398-1,58,Plastic
42391,"Duplo Train, Intelligent Train Smart Tile with Train Engine Print",4,Plastic
42392,"Duplo Train, Intelligent Train Smart Tile with Cargo Logo Print",4,Plastic
42394,"Duplo Train, Intelligent Train Smart Tile with Octan Logo Print",4,Plastic
42397,Duplo Train Passenger Car Body,4,Plastic
42398,Duplo Wheeled Bag / Suitcase,4,Plastic
424,Technic Hub / Handle 1 x 1,26,Plastic
42400,"Duplo Train, Intelligent Train Freight Container with Bottom Rails with Cargo Logo Print",4,Plastic
42404c01,Duplo Forklift Truck with Two Large Front Black Wheels and Two Small Rear Black Wheels,4,Plastic
42405,Duplo Forklift Plate,4,Plastic
42406,Duplo Train Passenger Car Canopy,4,Plastic
42409,Snow Flake  4 x  4,33,Plastic
42411,Glove / Mitt Soccer Goalie [Complete Sheet],38,Cloth
42411a,"Glove / Mitt Soccer Goalie, Large",38,Cloth
42411b,"Glove / Mitt Soccer Goalie, Small",38,Cloth
4243440,Belville Horse Wings,38,Plastic
42437,"CHILD FIGURE, NO. 31",57,Plastic
42443,"Minifig Head Cover, Werewolf",65,Plastic
42444,Minifig Hair Pointed [Vampire / Wolverine],65,Plastic
42445,Bar 1 x 12 with 1 x 2 Plate End and 1 x 1 Round Plate End,32,Plastic
42446,Minifig Neckwear Bracket [One Stud],27,Plastic
42447,Sarcophagus / Coffin 2 x 4 x 6 Lid with Vampire Relief,7,Plastic
42448,Gate 1 x 4 x 9 Arched with Bars and Three Studs,32,Plastic
42450,"Neckwear Cape, Angular Pointed Collar, with 5 Points [Plain]",38,Cloth
42450pr0001,"Neckwear Cape, Angular Pointed Collar, with 5 Points with Black Back",38,Cloth
42452,"Sticker Sheet for Sets 8471-1, 8468-1",58,Plastic
4245319,"Backdrop, Belville The Mermaid Castle [5960]",42,Plastic
4247,Duplo Door / Window,4,Plastic
4247pr0001,Duplo Door / Window with 'POLICE' Print,4,Plastic
4247pr0002,Duplo Door / Window with 'FIRE CHIEF' Print,4,Plastic
4247pr0003,Duplo Door / Window with 'CAMPING' Print,4,Plastic
42484,Brick Round Corner 12 x 12 with 3 Missing Bottom Tubes,20,Plastic
42498,Butterfly Large / Human Hair Clip (Belville),42,Plastic
42498pr0001,"Butterfly Large / Human Hair Clip, Cat/Mouse Wings Print (Belville)",42,Plastic
42498pr0002,"Butterfly Large / Human Hair Clip, Cake Wings Print (Belville)",42,Plastic
42498pr0003,"Butterfly Large / Human Hair Clip, Flower Wings Print (Belville)",42,Plastic
42498pr0004,"Butterfly Large / Human Hair Clip, Heart Wings Print(Belville)",42,Plastic
42509,Glass for Frame 1 x 6 x 6,16,Plastic
42511,Sports Skateboard with Trolley Wheel Holders,27,Plastic
42511pr0001,Sports Skateboard with Trolley Wheel Holders with Blue and White Print,27,Plastic
42511pr0002,Sports Skateboard with Trolley Wheel Holders with Minifig Skull on Star and Winged Heart Print,27,Plastic
42511pr0003,Sports Skateboard with Trolley Wheel Holders with Dark Red Stripe Print,27,Plastic
4251753,"CD-Rom, for 9761 (FLL 2004 - No Limits)",17,Plastic
4251c01,Duplo Fire Wagon with Hose Print,4,Plastic
42529,Technic Tread Sprocket Wheel Large Diameter 7 Holes,52,Plastic
4253,Duplo Door / Window Frame Flat Front Surface,4,Plastic
42531,Technic Panel Car Mudguard Arched 3 x 9  x 2,40,Plastic
42531pr0001,Technic Panel Car Mudguard Arched 3 x 9 x 2 with Light Bluish Grey/Black Decorations print,40,Plastic
42531pr0002,Technic Panel Car Mudguard Arched 3 x 9 x 2 with Light Bluish Grey/Black Decorations print,40,Plastic
4254,Technic Shock Absorber 6.5L Piston Rod,25,Plastic
42545,Technic Panel Car Mudguard Arched 13 x 2 x 5,40,Plastic
42545pr0001,Technic Panel Car Mudguard Arched 13 x 2 x 5 with Grille Print Model Left Front Side,40,Plastic
42545pr0002,Technic Panel Car Mudguard Arched 13 x 2 x 5 with Grille Print Model Left Rear Side,40,Plastic
42545pr0003,Technic Panel Car Mudguard Arched 13 x 2 x 5 with Grille Print Model Right Front Side,40,Plastic
42545pr0004,Technic Panel Car Mudguard Arched 13 x 2 x 5 with Grille Print Model Right Rear Side,40,Plastic
4255,Technic Shock Absorber 6.5L Cylinder,25,Plastic
42589,Sticker Sheet for Set 4482-1,58,Plastic
4258c01,"Duplo Brick 2 x 4 x 2 Rounded Ends, with Two Rotating Eyes",4,Plastic
4259,Wheel Freestyle with Freestyle Pin Hole,29,Plastic
4259582,Sticker Sheet for Set 8809-1,58,Plastic
4259592,Sticker Sheet for Set 8809-1,58,Plastic
4259999,"Poster, Knights Kingdom II, Dual Sided (Set 8809)",17,Plastic
425pr0001,"Baseplate 32 x 32 Wide Road, 9-Stud with 3 Lane Race Track Checker Print",1,Plastic
425pr0002,"Baseplate 32 x 32 Wide Road, 9-Stud with 3 Lane with Green Lines, White Dashed Lines, and Crosswalk Print",1,Plastic
42600,Aircraft Fuselage Angular Forward Section 6 x 10 x 5 (Cockpit),47,Plastic
42601,Aircraft Fuselage Angular Aft Section 6 x 10 x 5,47,Plastic
42602,Windscreen 8 x 6 x 4 Canopy with Hinge,47,Plastic
42602pr0001,Windscreen 8 x 6 x 4 Canopy with Hinge and Airliner Cockpit Blue/Green Print,47,Plastic
42602pr0002,Windscreen 8 x 6 x 4 Canopy with Hinge and Airliner Aft Blue/Green Print,47,Plastic
42602pr0003,Windscreen 8 x 6 x 4 Canopy with Hinge and Helicopter 'XI-203' Print,47,Plastic
42602pr0004,Windscreen 8 x 6 x 4 Canopy with Hinge and Spider-Man Print,47,Plastic
42602pr0005,Windscreen 8 x 6 x 4 Canopy with Hinge and Airliner Cockpit Blue/Orange Print,47,Plastic
42602pr0006,Windscreen 8 x 6 x 4 Canopy with Hinge and Airliner Aft Blue/Orange Print,47,Plastic
42603,Tail 10 x 10 x 4,35,Plastic
42603pr0001,Tail 10 x 10 x 4 Dual with Blue and Yellow Circular Print,35,Plastic
42603pr0002,"Tail 10 x 10 x 4 Dual with Blue Arrow, Dot Fade Print",35,Plastic
42604,Aircraft Fuselage Angular Top 6 x 8 x 4,47,Plastic
42604pr0001,"Aircraft Fuselage Angular Top 6 x 8 x 4 with Door on Blue, Green, and Yellow Stripes Print",47,Plastic
42604pr0002,"Aircraft Fuselage Angular Top 6 x 8 x 4 with Windows on Blue, Orange, and Yellow Stripes Print",47,Plastic
42604pr0003,"Aircraft Fuselage Angular Top 6 x 8 x 4 with Door on Blue, Orange, and Yellow Stripes Print",47,Plastic
42605pr0001,Aircraft Fuselage Angular Bottom 6 x 12 x 5 with Windows on Green & Blue Stripes Print,47,Plastic
42605pr0002,Aircraft Fuselage Angular Bottom 6 x 12 x 5 with Doors on Blue Stripe Print [4618],47,Plastic
42605pr0003,Aircraft Fuselage Angular Bottom 6 x 12 x 5 with Windows on Orange & Blue Stripes Print,47,Plastic
42607c01,Wedge Plate 6 x 12 x 1 Cut Corners with 2 Fixed Rotatable Pins [aka 4 Juniors Wing Plate],35,Plastic
42608,"Plate Special 2 x 4 Thin 4 Holes, Struts and 2 Pins [Undercarriage]",9,Plastic
42609,Wedge Plate 16 x 16 x 1 with 4 Pins,9,Plastic
4261,Technic Steering Arm,25,Plastic
42610,Wheel 11 x 8 with Center Groove,29,Plastic
4262,Technic Plate 1 x 6 with Toothed Ends,26,Plastic
4263,Technic Plate 1 x 4 with Toothed Ends,26,Plastic
4265a,Technic Bush 1/2 Toothed Type I [+ Opening],54,Plastic
4265b,Technic Bush 1/2 Toothed Type II [X Opening],54,Plastic
4266,Wheel 20 x 30 Technic,29,Plastic
4266360,"Bag / Backpack, Messenger Bag, ANA Promotional with Airplane Print",17,Plastic
42666,Sticker Sheet for Set 8010-1,58,Plastic
4267,Tyre 20 x 30 Technic,29,Rubber
4268,Duplo Baseplate 24 x 24,4,Plastic
4268656,"CD-Rom, Lego Digital Designer 1.3 Brickmaster Special Edition",17,Plastic
42687,"Legs Mechanical, Super Battle Droid",61,Plastic
42689,Sticker Sheet for Set 10001-1,58,Plastic
4270814,"Sticker Sheet for Set 8777-1, 8778-1, 8779-1, 8780-1, 8799-1, 8800-1",58,Plastic
42716,Rim 30 x 20 5-Spoke,29,Plastic
4273a,Technic Axle and Pin Connector Toggle Joint Toothed [Without Slots],12,Plastic
4273b,Technic Axle and Pin Connector Toggle Joint Toothed [With Slots],12,Plastic
4274,Technic Pin 1/2,53,Plastic
4275a,Hinge Plate 1 x 2 with 3 Fingers and Solid Studs,18,Plastic
4275b,Hinge Plate 1 x 2 with 3 Fingers and Hollow Studs,18,Plastic
4276a,Hinge Plate 1 x 2 with 2 Fingers and Solid Studs,18,Plastic
4276b,Hinge Plate 1 x 2 with 2 Fingers and Hollow Studs,18,Plastic
42819,Door 1 x 4 x 5 Train Right - Thick Support Bottom,16,Plastic
4282,Plate 2 x 16,14,Plastic
4283798,"CD-Rom, for 9762 (FLL 2005 - Ocean Odyssey)",17,Plastic
4284,Windscreen 2 x 4 x 2 Inverted,47,Plastic
4285a,Dish 6 x 6 Inverted [Radar / Webbed / No anti-studs],21,Plastic
4285b,Dish 6 x 6 Inverted [Radar / Webbed / anti-studs at  90°],21,Plastic
4286,Slope 33° 3 x 1,3,Plastic
42860,Minifig Top Hat with Pin,65,Plastic
42861,"Minifig Helmet SW Stormtrooper, Dual Molded [PLAIN]",65,Plastic
42861pr0001,"Minifig Helmet SW Stormtrooper, Dual Molded with Tan Dirt Stains",65,Plastic
42861pr0002,"Minifig Helmet SW Stormtrooper, Dual Molded Dark Bluish Grey/White Markings, Black Squares on Back",65,Plastic
42861pr0003,"Minifig Helmet Stormtrooper, Dual Molded Pearl Dark Gray Markings print",65,Plastic
42861pr0004,"Minifig Helmet SW Stormtrooper, Dual Molded Dark Bluish Grey/White Markings, Dark Grey Squares on Back",65,Plastic
42862,Wedge Sloped 45° 3 x 3 Left,6,Plastic
42863,Wedge Sloped Inverted 16 x 4 x 1 1/3 Cockpit,6,Plastic
42866,Minifig Helmet Elite Praetorian Guard,65,Plastic
4287257,"Storage Pickup Truck, Quatro",4,Plastic
42874pr0001,"Minifig Hair Short with Sticking Up Lock, Black Top print",65,Plastic
42876,Food Turkey Drumstick [Short] - 22 mm Opening,27,Plastic
4287a,Slope Inverted 33° 3 x 1 (34°),3,Plastic
4287b,Slope Inverted 33° 3 x 1 with Connections between Studs,3,Plastic
4287c,"Slope Inverted 33° 3 x 1 (34°), Thin Slope Edge",3,Plastic
4288,Wheel Full Rubber Balloon with Axle hole,29,Plastic
4288153,"Large Figure Cape, Tattered, 1 Hole",38,Cloth
4289,"Boat, Mast 2 x 2 x 3 Inclined with Stud on Top and Two Sides",35,Plastic
42906pr0001,"Minifig Helmet Star Wars TIE Pilot, Dual Molded Red with Light Bluish Grey Markings print",65,Plastic
42908,Electric RC Race Buggy Motor,45,Plastic
42918,Slope Curved 8 x 2 No Studs,37,Plastic
42918pr0001,Slope Curved 8 x 2 No Studs with Dark Blue Line/Stripe print,37,Plastic
42918pr0003,"Slope Curved 8 x 2 No Studs with Dark Blue Background, White Diamond Pattern print",37,Plastic
42918pr0004,"Slope Curved 8 x 2 No Studs with Dark Blue Background, White Diamond Pattern, Circle print",37,Plastic
42936,"Track System, Straight Track 16 x 8 x 2",1,Plastic
42938,"Track System, Curved Track 17 x 12 x 2",1,Plastic
42941,"Track System, Y-shaped Track 18 x 16 x 2",1,Plastic
42942,"Track System, Ramp Track 16 x 8 x 6",1,Plastic
42947,"Brick Special 2 x 4 with Wheels Holder, Cross Slit with 2 x 2 Cutout",5,Plastic
4297446,"Playmat, Test Mat for Mindstorms NXT",17,Cardboard/Paper
4297447,"Playmat, Test Mat for Mindstorms NXT 2.0",17,Cardboard/Paper
429c01,"Brick Special, Train Brick 2 x 4 Holder for Sliding Wheel Brick (Complete)",5,Plastic
429c02,Electric Train 12V Brick  2 x  4 Type 2 (Complete),45,Plastic
43045,Hinge Plate 2 x 4 with Pin Hole with 2 Holes - Top,18,Plastic
43056,Hinge Plate 2 x 4 with Pin Hole with 2 Holes - Bottom,18,Plastic
43057pr0001,Minifig Helmet with Lime 'R' and Stripe print,65,Plastic
43066,Duplo Car Lift Ramp Plate,4,Plastic
43085,Sports Arena Section / Skateboard Ramp,37,Plastic
43086,Sports Arena Section / Snowboard Ramp Corner,37,Plastic
43088,Duplo Snowmobile Front,4,Plastic
43088pr0001,Duplo Snowmobile Front with 'POLICE' and Logo Print,4,Plastic
43093,Technic Axle Pin with Friction Ridges Lengthwise,53,Plastic
43121,"Engine, Large",35,Plastic
43121c04,Engine Large with 4 Fixed Rotatable Pins,35,Plastic
4315,Hinge Vehicle Roof Holder 1 x 4,18,Plastic
4315stk,"Sticker Sheet for Sets 602-1, 6602-1",58,Plastic
4318,"Boat, Mast 2 x 2 x 9 2/3 Bar with Slot on Top and 2 Finger Hinge on Two Sides",35,Plastic
4319,Hinge Bar 8L with 3 Fingers and Open End Stud,18,Plastic
4323,Fabuland Roof Slope without Top Hole,42,Plastic
4324,Fabuland Rake,42,Plastic
4325,Fabuland Watering Can,42,Plastic
4327,Fabuland Fishing Rod,42,Plastic
43274,Sticker Sheet for Set 10019-1,58,Plastic
4328,Tool Pipe Wrench / Adjustable Spanner,27,Plastic
4331,Fabuland Saw,42,Plastic
4332,Equipment Brush / Broom,27,Plastic
43337,Panel 1 x 4 x 1 with Rounded Corners [Thick Wall],23,Plastic
4334,Fabuland Camera,42,Plastic
4335,Fabuland Accordion,42,Plastic
43362c01,Electric Motor 9V Mini-Motor [Lightweight New Style],45,Plastic
43363,"Large Figure Helmet, Darth Vader",41,Plastic
43364,"Sail, Parachute",38,Plastic
4337,Equipment Ladle,27,Plastic
43372,Sports Basketball / Hockey Goalie Minifig Stand,27,Plastic
43373,Sports Hoop with 2 Studs and Axle,27,Plastic
43374,Sports Basketball Net,27,Plastic
433c01,Electric Train 12V Brick  2 x  4 Type 1 (Complete),45,Plastic
4341,Equipment Pot / Cauldron 3 x 3 x 1 & 3/4 with Handles,27,Plastic
4342,Food Bread,27,Plastic
43440,Sticker Sheet 1 for Set 1382-1,58,Plastic
43443,Sticker Sheet for Set 1381-1,58,Plastic
43444,Sticker Sheet 2 for Set 1382-1,58,Plastic
4345a,Box 2 x 2 x 2 [Solid Studs],7,Plastic
4345apr0003,Box 2 x 2 x 2 [Solid Studs] with Mailbox Print,7,Plastic
4345b,Box 2 x 2 x 2 [Hollow Studs],7,Plastic
4345bpr0001,Box 2 x 2 x 2 [Hollow Studs] with Mailbox Print,7,Plastic
4346,Box 2 x 2 x 2 Door with Slot,7,Plastic
43464,"Technic, Steering Arm 3 x 4 T-Shape with 3 Pin Holes and 2 Axle Holes",55,Plastic
4346pr0001,Box 2 x 2 x 2 Door with Slot and Classic Fire Logo Print,7,Plastic
4346pr0002,Box 2 x 2 x 2 Door with Slot and Mailbox Print,7,Plastic
4346pr0003,Box 2 x 2 x 2 Door with Slot with Controls Print,7,Plastic
4346pr0004,Box 2 x 2 x 2 Door with Slot and MTron Print,7,Plastic
4346pr0005,Box 2 x 2 x 2 Door with Slot and Mail Horn Print,7,Plastic
4346pr0006,Box 2 x 2 x 2 Door with Slot and Locomotive Controls Print,7,Plastic
4346pr0007,Box 2 x 2 x 2 Door with Slot and Money on Badge Print,7,Plastic
4346pr0008,Box 2 x 2 x 2 Door with Slot and Black Sith Infiltrator Print [4493],7,Plastic
4346pr0009,Box 2 x 2 x 2 Door with Slot and ATM Print,7,Plastic
4346pr0010,Box 2 x 2 x 2 Door with Slot and Gonk Droid Print,7,Plastic
4346pr0011,Box 2 x 2 x 2 Door with Slot and Octan Print,7,Plastic
4346pr0012,Box 2 x 2 x 2 Door with Slot and Red Rebel Logo Print,7,Plastic
4346pr0013,Box 2 x 2 x 2 Door with Slot and Safe with Spider Print,7,Plastic
4346pr0014,Box 2 x 2 x 2 Door with Slot and Spyrius Print,7,Plastic
4346pr0015,Box 2 x 2 x 2 Door with Slot and World Shipment Print,7,Plastic
4346pr0016,Box 2 x 2 x 2 Door with Slot and Round Money Bag Print,7,Plastic
4346pr0017,Box 2 x 2 x 2 Door with Slot and Safe with 'Safe Co' Print,7,Plastic
4346pr0018,Box 2 x 2 x 2 Door with Slot and Stingray Mechanical Print,7,Plastic
4347,Window 1 x 4 x 5 with Fixed Glass,16,Plastic
43473,Sticker Sheet for Set 8472-1,58,Plastic
43474,Sticker Sheet for Set 8473-1,58,Plastic
43475,Sticker Sheet for Set 8475-1,58,Plastic
4349,"Equipment, Weapon, Loudhailer / Blaster / Space Gun",27,Plastic
4349pr0001,Equipment Loudhailer / Blaster / Space Gun with Orange Stripe Print,27,Plastic
4350,Electric 4.5V 3 C-Cell Battery box 4 x 22 (Bottom Half),45,Plastic
4350c01,Electric 4.5V 3 C-Cell Battery Box without Switch 4 x 22 Complete Assembly,45,Plastic
4350c02,Electric 4.5V 3 C-Cell Battery Box with Switch 4 x 24 Complete Assembly,45,Plastic
4351,Electric 4.5V 3 C-Cell Battery box 4 x 22 (Top Half),45,Plastic
4352,Electric 4.5V 3 C-Cell Battery Box Polarity Switch 2 x 4,45,Plastic
4354c01pr0001,"Duplo Car with 2 Studs on Roof, Dark Blue Base and 'POLICE' Print",4,Plastic
4354c02,"Duplo Car with 2 Studs on Roof, Dark Bluish Gray Base",4,Plastic
4354c02pr0001,"Duplo Car with 2 Studs on Roof, Dark Bluish Gray Base with 'Post' Print",4,Plastic
4354c03pr0001,"Duplo Car with 2 Studs on Roof, Blue Base and Blue 'POLICE' Print",4,Plastic
4354c03pr0002,"Duplo Car with 2 Studs on Roof, Blue Base and Silver 'POLICE' Print",4,Plastic
43557,"Large Figure Skeletal, Limb, with 2 Ball Joints, and 1 Hole (Toa Nuva)",41,Plastic
43558,"Large Figure Chest Cover, Armor, Toa Nuva",41,Plastic
43559,"Large Figure Shoulder Cover, Armour",41,Plastic
43579,Belville Flower Petal 6.5 x 8,38,Plastic
43590,"Duplo Truck Body, with Fire Logo, Headlights, and Grille Print",4,Plastic
4360,Equipment Camera with Side Sight [aka Space Gun],27,Plastic
43614,Large Figure Mask Miru Nuva,41,Plastic
43615,Large Figure Mask Kakama Nuva,41,Plastic
43616,Large Figure Mask Pakari Nuva,41,Plastic
4362acx1,Fabuland Car Chassis 12 x 6 with Tow Hook (Complete Assembly),42,Plastic
4362bcx1,Vehicle Car Chassis 12 x 6 New (Complete Assembly),36,Plastic
43655,Sticker Sheet for Set 1376-1,58,Plastic
43657,Sticker Sheet for Set 6734-1,58,Plastic
43658,Sticker Sheet for Set 6736-1,58,Plastic
43661,Sticker Sheet for Set 6738-1,58,Plastic
43663,Sticker Sheet for Set 6739-1,58,Plastic
43675,Technic Ribbed Hose 19L,24,Plastic
43687,Sticker Sheet for Set 3426-1,58,Plastic
43693,"Minifig Head Special, Skull [Plain]",59,Plastic
43693pr0001,"Minifig Head Special, Skull Red Eyes, Tan Teeth Print",59,Plastic
43693pr0002,"Minifig Head Special, Skull with Metal Eyepatch, Red Eye, Tan Teeth Print",59,Plastic
43693pr0003,"Minifig Head Special, Skull with LIme/Yellowish Green Eyes, Mouth",59,Plastic
43693pr0004,"Minifig Head Special, Skull with Black Eyes, Mouth print",59,Plastic
43693pr0005,"Minifig Head Special, Skull with Black Eyes, Mouth with White Fangs",59,Plastic
43693pr0006,"Minifig Head Special, Skull Red Eyes, Tan Teeth, Missing Tooth Print",59,Plastic
43702,Sports Basketball [Plain],27,Plastic
43702pr0001,Sports Basketball with Black Lines Print,27,Plastic
43702pr0002,Sports Basketball with Spalding Print,27,Plastic
43708,Wedge Sloped 18° 4 x 4 Corner,6,Plastic
43710,Wedge Sloped 4 x 2 Triple Left,6,Plastic
43710pr0001,Wedge Sloped 4 x 2 Triple Left with Alpha Team Arctic Speeder Print,6,Plastic
43711,Wedge Sloped 4 x 2 Triple Right,6,Plastic
