rel_type,child_part_num,parent_part_num
P,3626cpr2441,3626c
P,3939pr0004,3939
P,970c00pr1408,970c00
P,11269pr0004,11269
P,2552pr0004,2552
P,30603pr0014,30603
P,41854pr0004,41854
P,30144pr0017,30144
P,4066pr0265,4066
P,973c03h03pr3173,973c03h03
P,4066pr0244,4066
P,6309pr0062,6309
P,4066pr0235,4066
P,3664pr0020,3664
P,18160pr0001,18160
P,57895pr0002,57895
P,3626bpr0722,3626b
P,3626bpr0980,3626b
P,3626cpr2416,3626c
P,4162pr0015,4162
P,30489pr0001,30489
P,98138pr0001,98138
P,11260pr0001,11260
P,3626bpr0420,3626b
P,93250pr0001,93250
P,3626bpr0695,3626b
P,973phb,3814
P,973pr4042c01,973c00
P,3626bpr0546,3626b
P,3068bpr0210,3068b
P,4066pr0143,4066
P,98138pr0011,98138
P,3068bpr0192,3068b
P,3626cpr1015,3626c
P,6636pr0002,6636
P,3626cpr3378,3626c
P,973c03h03pr3437,973c03h03
P,3626bpr0370,3626b
P,50947pr0001,50947
P,2552pr0006,2552
P,42025pr0001,42025
P,3626cpr3377,3626c
P,2586pr0028,2586
P,4066pr0112,4066
P,3626cpr1245,3626c
P,31021pr0001,31021
P,973c03h03pr9858,973c03h03
P,3004pr9973,3004
P,3626bpr0455,3626b
P,3626bpr0893,3626b
R,18160pr0001,18159pr0001
P,31110pr0134,31110
P,31110pr0136,31110
P,3068bpr0232,3068b
P,41748pr0006,41748
P,970c00pr0212,970c00
P,3846pr0004,3846
P,93587pr0004,93587
P,970c00pr0331,970c00
P,2528pr0001,2528
P,3067pr0007,3067
P,3297pr0017,3297
P,3298pr0044,3298
P,973pb0006,3814
M,3626bpr0745,3626cpr0745
P,4066pr0218,4066
P,3626cpr1128,3626c
P,6309pr0136,6309
P,973p44c01,973c00
A,973c01h01pr5080,973c01h01pr2327
P,30474pr0007,30474
P,31110pr0137,31110
P,18721pr0002,18721
P,14222pr0003,14222
P,upn0101pr0001,upn0101
P,3960pr9997,3960
P,31110pr0059,31110
P,44674pr0001,44674
P,3961pr0002,3961
P,4485pr0002,4485
P,3626bpr0115,3626b
P,3626bpr0141,3626b
P,3626bpr0183,3626b
P,3009pr0016,3009
P,973c03h03pr4510,973c03h03
P,2654pr0007,2654
P,2446pr0033,2446
P,30562pr0004,30562
P,3068bpr0261,3068b
P,3626bpr0726,3626b
P,3626bpr1067,3626b
P,3037pr0003,3037
P,973p7g,3814
P,973pb1238,3814
P,970c00pr0413,970c00
P,26831pr0002,26831
P,3626cpr2627,3626c
P,3626bpr0838,3626b
P,970c00pr0186,970c00
P,3626bpr0029,3626b
P,3626cpr2633,3626c
P,75902pr0016,75902
P,4066pr0175,4066
P,3626bpr0787,3626b
P,30603pr0016,30603
P,3626cpr1485,3626c
P,970c00pr0038,970c00
P,4066pr0132,4066
P,4066pr0226,4066
P,3009pr0030,3009
P,3626bpr0185,3626b
P,14222pr0012,14222
P,15429pr0006,15429
P,3004pr0031,3004
P,3068bpr0301,3068b
P,3626bpr0221,3626b
P,3822pr0003,3822
P,3626bpr1094,3626b
P,4864bpr0007,4864b
P,4066pr0140,4066
P,2513pr0002,2513
P,3009pr0006,3009
P,4744pr0029,4744
P,3626cpr1123,3626c
P,3626cpr0680,3626c
P,3040bpr0007,3040b
P,973c03h03pr3158,973c03h03
P,30116pr0003,30116
P,47759pr0001,47759
P,3626bpr1057,3626b
P,3068bpr0272,3068b
P,4150pr0027,4150
P,3008pr0009,3008
P,970c00pr0367,970c00
P,3001pr0037,3001
P,973pq7,3814
P,973pb0572,3814
P,970c00pr0523,970c00
P,3437pr0048,3437
P,clikupn0065apr0024,clikupn0065a
P,3626bpr0813,3626b
P,30650pr0002,30650
P,3009pr0038,3009
P,3626cpr1183,3626c
P,4483pr0001,4483
P,4066pr0207,4066
P,60581pr0025,60581
P,747c01pr0006,747
P,2431pr0044,2431
P,973c03h02pr5221,973c03h02
P,42060pr0008,42060
P,973c03h03pr3366,973c03h03
P,14769pr1086,14769
P,3069bpr0062,3069b
P,31110pr0017,31110
P,3009pr0043,3009
P,825pr0001,825
P,3010pr9975,3010
P,6153apr0006,6153a
R,29632pr0011,29630pr0011
P,3009pr0022,3009
P,3626bpr0082,3626b
P,30156pr0003,30156
P,3069bpr0063,3069b
P,3626bpr0157,3626b
P,3008pr0012,3008
P,4066pr0230,4066
P,970c00pr0271,970c00
P,777pr0015,777
P,87079pr0051,87079
P,3626bpr0744,3626b
P,41747pr0019,41747
P,970c00pr0395,970c00
P,93591pr0015,93591
P,clikupn0065apr0010,clikupn0065a
P,98341pr0005,98341
P,4150pr0009,4150
P,3626bpr0339,3626b
P,30180pr0003,30180
P,3626bpr0023,3626b
P,973pb1050,3814
P,3626bpr0310,3626b
P,3626bpr0783,3626b
P,973pb0601,3814
P,3005pr0009,3005
P,649pr0011,649
P,970c00pr0745,970c00
P,2525pr0011,2525
P,47759pr0002,47759
P,30380pr0003,30380
P,3626bpr0015,3626b
P,4162pr0010,4162
P,3039pr0006,3039
P,3009pr0024,3009
P,6213pr0009,6213
P,50947pr0002,50947
P,3005pr9963,3005
P,2494pr0003,2494
P,973c03h03pr3439,973c03h03
P,973c03h03pr3444,973c03h03
P,3626bpr0261,3626b
P,3006pr0001,3006
P,3039pr9983,3039
P,3960pr0003,3960
P,3037pr0001,3037
P,3005pr9888,3005
P,3626bpr0751,3626b
P,3626cpr0662,3626c
P,98569pr0007,98569
P,90322pr0001,90322
P,3001pr0012,3001
P,4740pr0018,4740
P,973pb0391,3814
P,3960pr9985,3960
P,4744pr0038,4744
P,47543pr0008,47543
P,3626cpr1482,3626c
P,973c03h02pr5222,973c03h02
P,3006pr0002,3006
P,3008pr0032,3008
P,3626bpr0374,3626b
T,16709pat0012,16709
P,3003pr0026,3003
P,4864apr0009,4864a
P,upn0228pr0002,upn0228
P,3008pr0041,3008
P,3626bpr0117,3626b
P,4162pr0007,4162
P,3068bpr0173,3068b
P,3069bpr0115,3069b
P,3010pr9985,3010
P,973c03h03pr3447,973c03h03
P,3008pr0036,3008
P,30603pr0018,30603
P,3626bpr9957,3626b
P,32533pr0338,32533
P,3626cpr1000,3626c
P,93591pr0014,93591
P,98835pr0005,98835
P,3626bpr0774,3626b
P,3626bpr0602,3626b
P,4740pr0005,4740
P,2446pr0034,2446
P,973c27h01pr4767,973c27h01
P,973c03h03pr3650,973c03h03
P,973c03h03pr4917,973c03h03
P,973c03h03pr4609,973c03h03
P,3626bpr0377,3626b
P,973pb1274,3814
P,970c00pr0320,970c00
P,50747pr0014,50747
P,30602pr0023,30602
P,3626bpr0664,3626b
P,3298pr0017,3298
P,43745pr0001,43745
P,clikupn0065apr0011,clikupn0065a
P,30144pr0038,30144
P,2490pr0003,2490
P,3846pr0018,3846
P,3626bpr0851,3626b
P,15210pr0006,15210
P,3010pr9966,3010
P,98138pr9990,98138
P,30485pr0001,30485
P,30647pr0007,30647
P,3626bpr9962,3626b
P,3068bpr9957,3068b
P,32533pr0473,32533
P,4066pr0122,4066
P,4867pr0005,4867
P,973c03h03pr4513,973c03h03
P,3069bpr0125,3069b
P,3626bpr0496,3626b
P,3626bpr0609,3626b
P,3626bpr0535,3626b
P,3626cpr3360,3626c
P,970c00pr0131,970c00
P,3626cpr0925,3626c
P,98138pr0012,98138
P,2715pr0005,2715
P,3626bpr0876,3626b
P,3678bpr0015,3678b
P,3626bpr0706,3626b
P,3041pr0002,3041
P,3626bpr1053,3626b
P,3626cpr1189,3626c
P,3626bpr0010,3626b
P,upn0235pr0001,upn0235
P,30602pr0028,30602
P,4066pr0110,4066
P,6069pr0003,6069
P,973pb0072,3814
P,973pb0074,3814
P,973pw1,3814
P,3626bpr0837,3626b
P,3039pr9966,3039
P,970c00pr0192,970c00
P,30144pr0012,30144
P,45677pr0017,45677
P,3846pr0037,3846
P,3626cpr0513,3626c
P,3596pr0002,3596
P,4182pr0004,4182
P,3297pr0009,3297
P,973c27h01pr5417,973c27h01
P,51pr0002,51
P,3626cpr1256,3626c
P,6636pr0010,6636
P,3626cpr0867,3626c
P,2335pr0011,2335
P,30647pr0005,30647
P,973c05h03pr5418,973c05h03
P,2431pr0162,2431
R,18160,18159
P,3626bpr0148,3626b
P,30602pr0035,30602
P,973pr1365c01,973c00
P,93217pr0001,93217
P,3626cpr0721,3626c
P,87748pr0001,87748
P,3626bpr0058,3626b
P,98100pr0003,98100
P,3068bpr0325,3068b
P,973pb0264,3814
P,3039pr9964,3039
P,973pb0354,3814
P,970c00pr1891,970c00
P,970c00pr9894,970c00
P,970c00pr9896,970c00
P,3626bpr0356,3626b
P,3437pr0056,3437
P,33213pr0001,33213
P,3069bpr0053,3069b
P,4066pr0161,4066
P,3626bpr9971,3626b
P,41854pr0011,41854
P,970c00pr1758,970c00
P,970c00pr1784,970c00
P,87079pr0145,87079
P,3626bpr0360,3626b
P,30185c05pr0001,30185c05
P,3626bpr0050,3626b
P,3626bpr9980,3626b
P,3626bpr0193,3626b
P,3437pr0065,3437
P,3010pr9977,3010
P,3626bpr0638,3626b
P,3626cpr3200,3626c
P,3626bpr0531,3626b
P,2431pr0051,2431
P,2431pr0015,2431
P,87610pr0337,87610
P,4088pr0003,4088
P,3626cpr1032,3626c
P,4744pr0026,4744
P,970c00pr2039,970c00
R,18153pr0001,18154pr0001
P,3068bpr0090,3068b
P,3626bpr0819,3626b
P,87748pr0003,87748
P,30144pr0027,30144
P,3626cpr2516,3626c
P,41747pr0008,41747
P,4066pr0160,4066
P,41748pr0016,41748
P,3626cpr2517,3626c
P,30378pr0002,30378
P,973pb0724,3814
P,26603pr0014,26603
P,92586pr0007,92586
P,973pb0088,3814
P,3069bpr0098,3069b
P,3068bpr0021,3068b
P,3626bpr0951,3626b
P,3626cpr0935,3626c
P,3009pr0041,3009
P,970c00pr0195,970c00
P,31453pr0002,31453
P,973pb0992,3814
P,3626bpr0587,3626b
P,973p86,3814
P,973pr2744c01,973c00
P,973pb0590,3814
P,973pb1386,3814
P,3069bpr0111,3069b
P,6309pr0061,6309
P,2431pr0050,2431
P,3005pr9937,3005
P,fabfig0018c06pr0001,fabfig0018c01pr0001
P,3037pr0012,3037
P,4066pr0123,4066
P,2431pr0013,2431
P,3038pr0001,3038
P,93273pr9995,93273
P,970x024pr9447,970x024
P,3626bpr0186,3626b
P,3626bpr0213,3626b
P,3069bpr0104,3069b
P,3626bpr0476,3626b
P,93591pr0018,93591
P,4215bpr0004,4215b
P,31110pr0041,31110
P,970c00pr1786,970c00
P,973c03h03pr5428,973c03h03
P,4181pr0006,4181
P,4066pr0179,4066
P,30650pr0006,30650
P,3626bpr1168,3626b
P,90639pr0003,90639
P,2446pr0043,2446
P,3626cpr1220,3626c
P,970c00pr0284,970c00
P,3626bpr0879,3626b
P,33009pr0004,33009
P,973c03h03pr4366,973c03h03
P,3678bpr0013,3678b
A,fabfig0002c10pr0001,fabfig0002c08pr0001
P,970x021pr1602,970x021
A,fabfig0001c02pr0001,fabfig0001c01pr0001
P,970c00pr2009,970c00
P,85964pr0004,85964
P,973c03h03pr3921,973c03h03
P,3005pr9936,3005
P,98569pr0006,98569
P,93587pr0001,93587
P,30126pr0003,30126
P,3626bpr0557,3626b
P,973pab,3814
P,973pb0899,3814
P,973pa4,3814
P,3626bpr0758,3626b
P,973pm6,3814
P,87079pr0147,87079
P,33009pr0011,33009
P,4215apr0006,4215a
P,4346pr0002,4346
P,3039pr9952,3039
P,3068bpr0436,3068b
P,970c00pr0464,970c00
P,3626bpr0022,3626b
P,3626bpr9954,3626b
P,30601pr0001,30601
P,clikupn0065apr0012,clikupn0065a
P,2454bpr0003,2454b
P,4066pr0254,4066
P,3069bpr0071,3069b
A,fabfig0002c09pr0001,fabfig0002c08pr0001
P,32533pr0555,32533
P,41855pr0011,41855
P,3626bpr0093,3626b
P,3626bpr1058,3626b
P,3626bpr0595,3626b
P,3040bpr0012,3040b
P,3678bpr0009,3678b
P,41748pr0014,41748
P,3626bpr0914,3626b
P,3069bpr0013,3069b
P,3626bpr0279,3626b
P,2490pr0013,2490
P,3009apr0013,3009a
P,3626bpr0826,3626b
P,45677pr0015,45677
P,3626bpr0736,3626b
P,973pn5,3814
P,973par,3814
P,973pg0,3814
P,98223pr0020,98223
P,45449pr0006,45449
P,45466pr0003,45466
P,45466pr0004,45466
P,3626bpr0037,3626b
P,3005pr9956,3005
P,3626bpr0446,3626b
P,3068bpr0054,3068b
P,6213pr0004,6213
P,3039pr9965,3039
P,4066pr0214,4066
P,4066pr0215,4066
P,3297pr0022,3297
P,4198pr0022,4198
P,3005pr9898,3005
P,30182pr0002,30182
P,3821pr0003,3821
P,747c02pr0002,747
P,4198pr0021,4198
P,30647pr0003,30647
P,3005pr9891,3005
P,970c00pr0014,970c00
P,973c01h01pr9996,973c01h01
P,3846pr0031,3846
P,48494pr0003,48494
P,6111pr0006,6111
P,3626cpr1238,3626c
P,3005pr9977,3005
P,4182pr0008,4182
P,3005pr9960,3005
P,3900pr0001,3900
P,970x154pr9999,970x154
P,3626bpr0112,3626b
P,3626bpr0171,3626b
P,3626bpr0218,3626b
P,3626cpr0445,3626c
P,3626cpr9791,3626c
P,3069bpr0012,3069b
P,87079pr0035,87079
P,973pb0726,3814
P,3626bpr0016,3626b
P,3010pr0016,3010
P,3626bpr0643,3626b
P,973pb0051,3814
P,973pat,3814
P,3009pr0058,3009
P,dupupn0100pr0005,dupupn0100
P,4198pr9987,4198
P,75902pr9999,75902
P,4346pr0011,4346
P,3660pr0005,3660
P,87079pr9979,87079
P,4066pr0241,4066
P,970c00pr0055,970c00
P,31110pr0135,31110
P,4346pr0006,4346
P,4162pr0008,4162
P,3626bpr0027,3626b
P,3626bpr0300,3626b
P,3004pr9986,3004
P,87079pr9980,87079
P,30601pr0005,30601
P,3004pr9978,3004
P,4066pr0255,4066
P,3005pr9942,3005
P,3069bpr0021,3069b
R,901956,901957
R,902221,902222
A,14427,86465
P,3960pr0009,3960
P,3626cpr0860,3626c
P,3678bpr0010,3678b
P,3068bpr0008,3068b
P,973c03h03pr2697,973c03h03
P,3008apr0016,3008a
P,3626bpr0598,3626b
P,777pr0004,777
P,973c03h03pr2595,973c03h03
P,93604pr0007,93604
P,3626cpr3300,3626c
P,973c03h03pr2683,973c03h03
P,19729pr0017,19729
P,3068bpr0227,3068b
P,3068bpr0233,3068b
P,973c03h03pr2481,973c03h03
M,51138,32125
P,3068bpr9940,3068b
P,970c00pr9959,970c00
P,3069bpr0093,3069b
P,973pb1419,3814
P,2300pr0003,2300
P,973pb0412,3814
P,45406pr0001,45406
P,3008pr0025,3008
P,970c00pr0274,970c00
P,4346pr0018,4346
P,970c00pr0019,970c00
P,3626cpr1475,3626c
P,42022pr0005,42022
P,973c03h03pr2628,973c03h03
P,47753pr0017,47753
P,4066pr0198,4066
P,3626bpr0331,3626b
P,3245apr0001,3245a
P,3626bpr0158,3626b
P,4162pr9991,4162
P,87613pr0004,87613
P,3068bpr0164,3068b
P,3003pr0002,3003
P,973c03h03pr2472,973c03h03
P,3626bpr0223,3626b
P,3755pr0001,3755
P,3821pr0005,3821
P,3626cpr0006,3626c
P,973c03h03pr2490,973c03h03
P,747c02pr0005,747
P,98138pr9994,98138
P,4066pr0164,4066
P,63864pr0026,63864
P,3004pr9972,3004
P,98100pr0012,98100
P,3626bpr0517,3626b
P,3298pr0047,3298
P,30562pr0003,30562
P,90639pr0004,90639
P,2446pr0040,2446
P,3960pr0005,3960
P,3070bpr0034,3070b
P,3960pr0006,3960
P,970c00pr0392,970c00
P,825pr0002,825
P,3068bpr0089,3068b
P,87079pr0144,87079
P,3001pr0036,3001
P,4485pr0003,4485
P,3678bpr0041,3678b
P,26603pr0007,26603
P,3626cpr0815,3626c
A,11841c05,13305c01
P,3626bpr0785,3626b
P,3009apr0018,3009a
P,970c00pr9910,970c00
P,3003pr0058,3003
T,21019c00pat030,21019c00
P,98834pr0005,98834
P,85961pr0001,85961
P,43898pr0002,43898
P,87998pr0001,87998
P,970c00pr9915,970c00
T,20608pat0001,20608
P,970c00pr0273,970c00
P,4594pr0001,4594
P,3626cpr2514,3626c
P,973pb0574,3814
P,970c00pr9912,970c00
A,98100pr0005,98100pr0012
P,87079pr0160,87079
P,3626cpr3370,3626c
P,3008pr0028,3008
R,dupupn0100pr0006,dupupn0068
P,3626bpr0251,3626b
P,3587pr0003,3587
P,890pr0001,890
P,2587pr0019,2587
P,32533pr0339,32533
P,3004pr9962,3004
P,4346pr0009,4346
P,970x194pr2013,970x194
P,4066pr0131,4066
P,30259pr0002,30259
P,970c00pr2012,970c00
M,68888,48723
P,2446pr0053,2446
P,3626bpr0207,3626b
P,31110pr0142,31110
P,3001pr0027,3001
R,24375,57518
M,3232,992
P,973pb0946,3814
P,4181pr0007,4181
P,973p6f,3814
P,41748pr0020,41748
P,3067pr0004,3067
P,973pb0101,3814
P,2335pr0024,2335
P,973pb0271,3814
P,50747pr0004,50747
P,3822pr0005,3822
P,970c00pr0709,970c00
P,43936pr0001,43936
P,6179pr9985,6179
P,3008pr0006,3008
P,3626bpr9967,3626b
P,3068bpr0182,3068b
P,970c00pr0428,970c00
P,3068bpr0194,3068b
P,3626bpr0761,3626b
P,2418bpr0003,2418b
P,3068bpr0066,3068b
P,3629pr0002,3629
P,3626bpr0465,3626b
P,31176pr0001,31176
P,3009pr0029,3009
P,973pa5c01,973c00
P,3068bpr0106,3068b
P,30363pr0001,30363
P,3626cpr1473,3626c
P,3626bpr0563,3626b
P,3626bpr0953,3626b
P,10178pr0003,10178
P,3009apr0020,3009a
P,3001pr0043,3001
P,30144pr0009,30144
P,3003pr0003,3003
P,973p81,3814
P,973pb1181,3814
P,2494pr0005,2494
P,4150pr0034,4150
P,4066pr0249,4066
P,11818pr0234,11818
P,3626bpr0538,3626b
P,30602pr0002,30602
P,970c00pr0460,970c00
P,47757pr0003,47757
P,4066pr0134,4066
P,3008pr0014,3008
P,3626bpr0144,3626b
P,3003pr0013,3003
A,98100pr1000,98100pr0012
P,4444pr0005,4444
P,2431pr0060,2431
P,3626bpr0188,3626b
P,973pb0002c01,973c00
P,3626bpr0472,3626b
P,64462pr0001,64462
P,6309pr0063,6309
P,3010pr0041,3010
P,3004pr0037,3004
P,3005pr0016,3005
P,3626cpr2613,3626c
P,3660pr0010,3660
P,4150pr0041,4150
P,973c03h03pr2503,973c03h03
P,98100pr0001,98100
P,3960pr9986,3960
P,3626cpr0840,3626c
P,4066pr0209,4066
P,973pb1060,3814
P,6636pr0001,6636
P,3068bpr0068,3068b
P,upn0228pr0011,upn0228
P,970c00pr0379,970c00
P,973prc,3814
P,973p79,3814
P,30485pr0002,30485
P,3626bpr0816,3626b
P,3001pr0020,3001
P,30144pr0021,30144
P,3626bpr0537,3626b
A,90498,48288
P,31111pr0018,31111
P,clikupn0063pr0004,clikupn0063
P,6111pr0002,6111
P,2582pr0005,2582
P,970c00pr0259,970c00
P,3626bpr0487,3626b
P,3001pr0014,3001
P,30231pr0002,30231
P,3754pr0009,3754
P,3011pr0031,3011
P,3626bpr9976,3626b
P,6239pr0012,6239
P,3626bpr0067,3626b
P,48125c03pr0001,48125c03
P,3626bpr0072,3626b
P,3626bpr0160,3626b
P,3297pr0014,3297
P,clikupn0065apr0013,clikupn0065a
P,3070bpr0081,3070b
P,3001apr0002,3001a
P,973c28h22pr5174,973c28h22
P,973pm0,3814
P,3626bpr9986,3626b
P,3626cpr1160,3626c
P,2431pr0056,2431
P,3069bpr0285,3069b
P,3008apr0029,3008a
P,973p7b,3814
P,71610pr0001,71610
P,4444pr0003,4444
P,3626bpr0697,3626b
P,3626bpr0941,3626b
P,60777pr0002,60777
P,3068bpr9946,3068b
P,4066pr0192,4066
P,6111pr0003,6111
P,3068bpr0177,3068b
P,98835pr0001,98835
P,3009pr0025,3009
P,3626bpr0245,3626b
P,3308pr0001,3308
P,98138pr0169,98138
P,2490pr0010,2490
P,6636pr0006,6636
P,3626bpr0138,3626b
P,973pb0007c02,973c00
P,973c03h02pr5342,973c03h02
P,973c03h02pr5343,973c03h02
P,973pr1965c01,973c00
P,973pr1966c01,973c00
P,973c03h02pr5325,973c03h02
P,973pb0846,3814
P,3008apr0027,3008a
P,2446pr0022,2446
P,973pb0979,3814
P,6474pr9993,6474
P,973pb0484,3814
P,970c00pr0035,970c00
P,3626bpr0832,3626b
P,2525pr0006,2525
P,973pb0500,3814
P,973pb0650,3814
P,3626bpr0470,3626b
P,98138pr0170,98138
P,3626bpr0733,3626b
P,970c00pr0139,970c00
P,685pr0003,685
P,30474pr0008,30474
P,30600pr0007,30600
P,3626cpr1250,3626c
P,970c00pr0579,970c00
P,6636pr0009,6636
P,48933pr0001,48933
P,3626bpr0555,3626b
P,3005pr9909,3005
P,3069bpr0054,3069b
P,3626cpr1156,3626c
P,3008pr0021,3008
P,4215apr0011,4215a
P,970c00pr0364,970c00
P,42022pr0001,42022
P,3846pr0028,3846
P,4444pr0008,4444
P,2431pr0029,2431
P,3626cpr1139,3626c
P,3039pr0016,3039
P,3626bpr0073,3626b
P,3626bpr0164,3626b
P,3626bpr1023,3626b
P,3626bpr0818,3626b
P,973pr1946ac01,973c00
P,3069bpr0152,3069b
P,973pr1954ac01,973c00
P,973pr1854c01,973c00
P,3298pr0050,3298
P,973ph0,3814
P,3069bpr0119,3069b
P,3626bpr0854,3626b
P,3298pr0032,3298
P,30144pr0036,30144
P,30287pr0005,30287
P,973pb0041,3814
P,50990apr9999,50990a
P,3068bpr0235,3068b
P,973c03h01pr3684,973c03h01
P,973c03h01pr5305,973c03h01
P,973c03h02pr5398,973c03h02
P,973c04h04pr9793,973c04h04
P,973c03h01pr4291,973c03h01
P,973c03h01pr4570,973c03h01
P,973c03h01pr4073,973c03h01
P,973c03h03pr2579,973c03h03
P,98603s01pr0008,98603
P,3069bpr0002,3069b
P,3846pr0003,3846
P,11477pr0012,11477
P,2493c02pr0001,2493c02
P,51675pr0001,51675
P,3867pr0001,3867
P,6213pr0014,6213
B,973p4q,973c31h01pr9999
P,3010pr9941,3010
P,3003pr0037,3003
P,3626cpr1234,3626c
P,31110pr0014,31110
P,3069bpr0092,3069b
P,3010pr9952,3010
P,3195pr0001,3195
P,3040bpr0004,3040b
P,3070bpr0032,3070b
P,57895pr0003,57895
P,2507pr0002,2507
P,63864pr0027,63864
P,973c22h22pr0001,973c22h22
P,973pb0516c02,973c00
P,85947pr0001,85947
P,970c00pr0022,970c00
P,3626cpr1073,3626c
P,2586pr0003,2586
P,970c00pr0399,970c00
P,3626bpr0593,3626b
P,973pb0838,3814
P,3009apr0014,3009a
P,90397pr0002,90397
P,6153apr0001,6153a
P,3626cpr9805,3626c
P,4066pr0165,4066
P,3626bpr0934,3626b
P,973pa5,3814
P,2384pr0006,2384
P,973pb0634,3814
P,4744pr0028,4744
P,2431pr0066,2431
P,3626cpr0901,3626c
P,98133pr0007,98133
P,970c00pr0126,970c00
P,93219pr0009,93219
P,3626bpr0802,3626b
P,3626cpr1239,3626c
P,30144pr0024,30144
P,970c00pr0527,970c00
P,4864apr0015,4864a
P,3010pr9979,3010
P,3245bpr0001,3245b
P,4066pr0197,4066
P,42061pr0006,42061
P,3626cpr0971,3626c
P,3626bpr0197,3626b
P,3069bpr0081,3069b
P,2525pr0005,2525
P,30366pr0004,30366
P,3039pr9981,3039
P,3062bpr9994,3062b
P,3626bpr0862,3626b
P,3626bpr1055,3626b
P,3626cpr1155,3626c
P,51035pr0001,51035
P,3008apr0017,3008a
P,3626bpr0512,3626b
P,3626bpr0343,3626b
P,32533pr0654,32533
P,973p8e,3814
P,51261pr0003,51261
P,2335pr0005,2335
P,3245bpr0008,3245b
P,3626cpr0791,3626c
P,973psa,3814
P,4858pr0003,4858
P,30361apr0004,30361a
P,3626cpr0781,3626c
P,30117pr0009,30117
P,3068bpr0017,3068b
P,3626bpr0821,3626b
P,973c01h01pr4641,973c01h01
P,3626bpr0410,3626b
P,28621pr0002,28621
P,upn0228pr0005,upn0228
P,3068bpr9952,3068b
P,87079pr0217,87079
P,3069bpr0044,3069b
P,685pr0004,685
P,30363pr0014,30363
P,4182pr0006,4182
P,3626bpr9984,3626b
P,3297pr0027,3297
P,3626cpr1148,3626c
P,3821pr0007,3821
P,3626bpr0231,3626b
P,3010pr9962,3010
P,3065pr0004,3065
P,3039pr9982,3039
P,3070bpr0086,3070b
P,3069bpr0184,3069b
P,93273pr0007,93273
P,2446pr0029,2446
P,98342pr0004,98342
P,3678bpr0078,3678b
P,41748pr0004,41748
P,973pr1947ac01,973c00
P,3069bpr0190,3069b
P,973prd,3814
P,973pt2,3814
P,973pb0410,3814
P,41747pr0021,41747
P,3626cpr1479,3626c
P,4209pr0003,4209
P,3626bpr0660,3626b
P,3069bpr0204,3069b
P,93060pr0002,93060
P,4150pr0021,4150
P,3001pr0015,3001
P,455pr0002,455
P,3069bpr0170,3069b
P,3626bpr0005,3626b
P,3069bpr0047,3069b
P,3008pr0042,3008
P,30303pr0001,30303
P,30156pr0004,30156
P,4150pr0045,4150
P,30117pr0002,30117
P,3039pr9988,3039
P,4728pr0001,4728
P,3626cpr0855,3626c
P,2587pr0013,2587
P,3626bpr0544,3626b
P,90639pr0005,90639
P,87079pr9978,87079
P,3626cpr0964,3626c
P,973pr1959c01,973c00
P,3037pr0018,3037
P,970c00pr0715,970c00
P,2528pr0002,2528
P,4444pr0006,4444
R,50903,50901
P,3626bpr0686,3626b
P,93591pr0003,93591
P,6180pr0001,6180
P,3626bpr0519,3626b
P,973pb0794,3814
P,3626bpr0734,3626b
P,973pb0004,3814
P,973pb0420,3814
P,3062bpr0037,3062b
P,3068bpr0033,3068b
P,3005pr9908,3005
P,3003pr0009,3003
P,973c27h01pr4688,973c27h01
P,3004pr9990,3004
P,970c00pr0270,970c00
P,6213pr0006,6213
P,973c03h03pr2916,973c03h03
P,6069pr0001,6069
P,3039pr9990,3039
P,3005pr9904,3005
P,42061pr0007,42061
P,31213pr0012,31213
P,2335pr0008,2335
T,973c06h27,973c00
P,3626bpr0076,3626b
P,4215apr0019,4215a
P,3626bpr0191,3626b
P,3626bpr0305,3626b
P,4744pr0024,4744
P,3003pr0011,3003
P,3003pr0012,3003
P,30120pr0002,30120
A,fabfig0002c01pr0001,fabfig0002c08pr0001
P,45449pr0002,45449
P,31110pr0070,31110
P,3626bpr0215,3626b
P,4181pr0001,4181
P,93587pr0002,93587
P,99242pr0001,99242
P,3298pr0013,3298
P,48288pr0004,48288
P,973pb0839,3814
P,2335pr0009,2335
P,973pq0,3814
P,973p02,3814
P,973p04,3814
P,973p05,3814
P,3626bpr0387,3626b
P,973p09,3814
P,973p8f,3814
P,973p0b,3814
P,973p12,3814
P,973p13,3814
P,973pb0069,3814
P,3626bpr0047,3626b
P,3001pr0008,3001
P,3245bpr0009,3245b
P,2598pr0001,2598
P,3001pr0017,3001
P,4066pr0268,4066
P,4198pr9984,4198
P,3626bpr0066,3626b
P,6214pr0003,6214
P,3005pr9946,3005
P,3626bpr0174,3626b
P,3626bpr0226,3626b
P,3024pr0006,3024
P,3587pr0001,3587
P,3009pr0009,3009
P,3009pr0010,3009
P,45409pr0002,45409
P,3811pr0001,3811
P,91884pr0002,91884
P,3070bpr0030,3070b
P,3070bpr0077,3070b
P,3626bpr0947,3626b
P,4864apr0002,4864a
P,2431pr0055,2431
P,3437pr0066,3437
P,3069bpr0109,3069b
P,2490pr0002,2490
P,48288pr0003,48288
P,3001apr0006,3001a
P,2446pr0025,2446
P,3298pr0003,3298
P,40373pr0001,40373
P,3626cpr1185,3626c
P,3626bpr0344,3626b
P,3846pr0016,3846
P,973p16,3814
P,3068bpr0211,3068b
P,6180pr0002,6180
P,11203pr0006,11203
P,47757pr0001,47757
P,3069bpr0035,3069b
P,3001pr0042,3001
